b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0635,0.764412,101.17501,560
0.01,1.063398,0.764777,101.341068,560.190692
0.02,1.063394,0.764786,101.338548,560.195423
0.03,1.063391,0.76479,101.33659,560.197488
0.04,1.063388,0.764792,101.334905,560.198441
0.05,1.063387,0.764794,101.333312,560.198748
0.06,1.063385,0.764794,101.331749,560.198714
0.07,1.063384,0.764795,101.330209,560.198528
0.08,1.063383,0.764795,101.328701,560.19831
0.09,1.063382,0.764794,101.327244,560.198131
0.1,1.063382,0.764794,101.325854,560.198033
0.11,1.063381,0.764794,101.324544,560.198036
0.12,1.063381,0.764794,101.323321,560.198149
0.13,1.063381,0.764795,101.322189,560.198368
0.14,1.063381,0.764795,101.321146,560.198683
0.15,1.063381,0.764795,101.32019,560.199079
0.16,1.063381,0.764796,101.319313,560.199539
0.17,1.063381,0.764796,101.318509,560.200044
0.18,1.063381,0.764797,101.317768,560.200571
0.19,1.063381,0.764797,101.317081,560.201099
0.2,1.063381,0.764798,101.316437,560.201607
0.21,1.063381,0.764798,101.315825,560.202072
0.22,1.063381,0.764798,101.315237,560.202474
0.23,1.063381,0.764798,101.314662,560.202792
0.24,1.063382,0.764798,101.314091,560.203005
0.25,1.063382,0.764798,101.313516,560.203097
0.26,1.063382,0.764798,101.312929,560.203048
0.27,1.063383,0.764797,101.312322,560.202845
0.28,1.063383,0.764796,101.311689,560.20247
0.29,1.063384,0.764794,101.311024,560.201912
0.3,1.063385,0.764793,101.310323,560.201157
0.31,1.063385,0.764791,101.309581,560.200197
0.32,1.063386,0.764789,101.308794,560.199021
0.33,1.063387,0.764786,101.30796,560.197623
0.34,1.063388,0.764783,101.307076,560.195996
0.35,1.063389,0.76478,101.306141,560.194136
0.36,1.06339,0.764776,101.305155,560.192041
0.37,1.063391,0.764772,101.304117,560.18971
0.38,1.063392,0.764767,101.303028,560.187141
0.39,1.063393,0.764763,101.301889,560.184339
0.4,1.063394,0.764757,101.3007,560.181305
0.41,1.063396,0.764752,101.299466,560.178045
0.42,1.063397,0.764746,101.298187,560.174564
0.43,1.063398,0.76474,101.296867,560.170871
0.44,1.0634,0.764733,101.295509,560.166974
0.45,1.063401,0.764726,101.294118,560.162884
0.46,1.063403,0.764719,101.292697,560.158612
0.47,1.063404,0.764712,101.291251,560.154171
0.48,1.063406,0.764704,101.289785,560.149574
0.49,1.063407,0.764697,101.288304,560.144836
0.5,1.063409,0.764689,101.286813,560.139973
0.51,1.063411,0.764681,101.285318,560.135001
0.52,1.063413,0.764672,101.283824,560.129938
0.53,1.063414,0.764664,101.282337,560.124801
0.54,1.063416,0.764655,101.280864,560.11961
0.55,1.063418,0.764647,101.279409,560.114384
0.56,1.06342,0.764638,101.27798,560.109141
0.57,1.063421,0.76463,101.276582,560.103903
0.58,1.063423,0.764621,101.275221,560.098689
0.59,1.063425,0.764613,101.273903,560.093519
0.6,1.063427,0.764604,101.272634,560.088413
0.61,1.063429,0.764596,101.27142,560.083393
0.62,1.06343,0.764588,101.270267,560.078478
0.63,1.063432,0.76458,101.269179,560.073688
0.64,1.063434,0.764573,101.268163,560.069042
0.65,1.063435,0.764565,101.267224,560.064559
0.66,1.063437,0.764558,101.266365,560.060259
0.67,1.063439,0.764551,101.265593,560.056159
0.68,1.06344,0.764545,101.264911,560.052276
0.69,1.063442,0.764539,101.264323,560.048626
0.7,1.063444,0.764533,101.263833,560.045227
0.71,1.063445,0.764528,101.263444,560.042091
0.72,1.063446,0.764523,101.26316,560.039233
0.73,1.063448,0.764519,101.262984,560.036666
0.74,1.063449,0.764515,101.262917,560.034402
0.75,1.06345,0.764511,101.262961,560.03245
0.76,1.063452,0.764508,101.263119,560.03082
0.77,1.063453,0.764506,101.263391,560.02952
0.78,1.063454,0.764504,101.263779,560.028558
0.79,1.063455,0.764502,101.264282,560.027938
0.8,1.063456,0.764501,101.264901,560.027664
0.81,1.063457,0.764501,101.265635,560.027741
0.82,1.063458,0.764501,101.266484,560.028169
0.83,1.063458,0.764502,101.267447,560.028948
0.84,1.063459,0.764503,101.268522,560.030078
0.85,1.06346,0.764505,101.269707,560.031556
0.86,1.06346,0.764507,101.270999,560.033378
0.87,1.063461,0.76451,101.272397,560.03554
0.88,1.063461,0.764514,101.273898,560.038034
0.89,1.063461,0.764518,101.275497,560.040854
0.9,1.063461,0.764522,101.277192,560.043992
0.91,1.063462,0.764527,101.278979,560.047436
0.92,1.063462,0.764532,101.280852,560.051176
0.93,1.063462,0.764538,101.282809,560.055201
0.94,1.063462,0.764544,101.284843,560.059496
0.95,1.063461,0.764551,101.286951,560.064049
0.96,1.063461,0.764558,101.289126,560.068844
0.97,1.063461,0.764565,101.291364,560.073866
0.98,1.063461,0.764573,101.293659,560.079097
0.99,1.06346,0.764581,101.296005,560.084523
1,1.06346,0.764589,101.298395,560.090123
1.01,1.063459,0.764598,101.300825,560.095881
1.02,1.063459,0.764607,101.303288,560.101777
1.03,1.063458,0.764616,101.305778,560.107793
1.04,1.063457,0.764625,101.308288,560.113909
1.05,1.063456,0.764634,101.310813,560.120105
1.06,1.063456,0.764644,101.313345,560.126362
1.07,1.063455,0.764653,101.315879,560.13266
1.08,1.063454,0.764663,101.318408,560.138979
1.09,1.063453,0.764672,101.320926,560.145299
1.1,1.063452,0.764682,101.323427,560.151601
1.11,1.063451,0.764692,101.325905,560.157866
1.12,1.06345,0.764701,101.328355,560.164074
1.13,1.063449,0.76471,101.330769,560.170206
1.14,1.063448,0.76472,101.333142,560.176246
1.15,1.063447,0.764729,101.33547,560.182174
1.16,1.063446,0.764738,101.337746,560.187974
1.17,1.063445,0.764747,101.339966,560.193629
1.18,1.063444,0.764755,101.342124,560.199124
1.19,1.063443,0.764764,101.344217,560.204443
1.2,1.063441,0.764772,101.346239,560.209572
1.21,1.06344,0.764779,101.348186,560.214498
1.22,1.063439,0.764787,101.350054,560.219207
1.23,1.063438,0.764794,101.35184,560.22369
1.24,1.063437,0.764801,101.35354,560.227934
1.25,1.063436,0.764807,101.355152,560.23193
1.26,1.063435,0.764813,101.356672,560.23567
1.27,1.063434,0.764819,101.358099,560.239145
1.28,1.063433,0.764824,101.359429,560.242349
1.29,1.063432,0.764829,101.360661,560.245277
1.3,1.063432,0.764833,101.361793,560.247923
1.31,1.063431,0.764837,101.362825,560.250284
1.32,1.06343,0.764841,101.363755,560.252359
1.33,1.063429,0.764844,101.364583,560.254145
1.34,1.063428,0.764846,101.365309,560.255642
1.35,1.063428,0.764849,101.365932,560.256852
1.36,1.063427,0.76485,101.366453,560.257775
1.37,1.063427,0.764852,101.366873,560.258414
1.38,1.063426,0.764853,101.367192,560.258774
1.39,1.063426,0.764853,101.367411,560.258858
1.4,1.063425,0.764853,101.367533,560.258673
1.41,1.063425,0.764853,101.367559,560.258225
1.42,1.063425,0.764852,101.367492,560.257521
1.43,1.063425,0.764851,101.367332,560.256569
1.44,1.063425,0.764849,101.367083,560.255378
1.45,1.063425,0.764847,101.366748,560.253958
1.46,1.063425,0.764845,101.36633,560.252319
1.47,1.063425,0.764843,101.365831,560.250473
