b:tnow in s,s:ut in p.u.,s:cur1 in p.u.,s:Q1 in Mvar,s:P1 in MW
0,1.0475,0.276458,146.158178,250
0.01,1.047429,0.276949,146.417569,250.421941
0.02,1.047428,0.276925,146.418655,250.39097
0.03,1.047426,0.27691,146.418183,250.372578
0.04,1.047425,0.276899,146.41703,250.359917
0.05,1.047424,0.276891,146.415378,250.350994
0.06,1.047423,0.276885,146.413386,250.344489
0.07,1.047422,0.27688,146.411168,250.339535
0.08,1.047421,0.276876,146.408811,250.335558
0.09,1.047421,0.276872,146.406378,250.332181
0.1,1.04742,0.276869,146.403915,250.32915
0.11,1.04742,0.276865,146.401453,250.326292
0.12,1.04742,0.276862,146.399013,250.323491
0.13,1.04742,0.276858,146.396611,250.320661
0.14,1.04742,0.276855,146.394253,250.317743
0.15,1.047419,0.276851,146.391944,250.314692
0.16,1.047419,0.276848,146.389683,250.311473
0.17,1.047419,0.276844,146.387467,250.30806
0.18,1.047419,0.27684,146.385295,250.304432
0.19,1.04742,0.276835,146.38316,250.300572
0.2,1.04742,0.276831,146.381057,250.296468
0.21,1.04742,0.276826,146.378981,250.292109
0.22,1.04742,0.276821,146.376926,250.28749
0.23,1.04742,0.276816,146.374886,250.282606
0.24,1.04742,0.276811,146.372857,250.277457
0.25,1.047421,0.276806,146.370833,250.272044
0.26,1.047421,0.2768,146.368811,250.26637
0.27,1.047421,0.276794,146.366786,250.260443
0.28,1.047421,0.276788,146.364757,250.254271
0.29,1.047422,0.276781,146.362719,250.247864
0.3,1.047422,0.276775,146.360671,250.241237
0.31,1.047423,0.276768,146.358611,250.234404
0.32,1.047423,0.276761,146.356538,250.227382
0.33,1.047424,0.276754,146.354452,250.220191
0.34,1.047424,0.276747,146.352351,250.212851
0.35,1.047425,0.27674,146.350237,250.205385
0.36,1.047425,0.276732,146.34811,250.197816
0.37,1.047426,0.276725,146.345971,250.19017
0.38,1.047426,0.276717,146.34382,250.182472
0.39,1.047427,0.27671,146.341659,250.174749
0.4,1.047428,0.276702,146.339491,250.16703
0.41,1.047428,0.276695,146.337316,250.159343
0.42,1.047429,0.276687,146.335137,250.151717
0.43,1.04743,0.27668,146.332956,250.14418
0.44,1.047431,0.276672,146.330776,250.136763
0.45,1.047431,0.276665,146.3286,250.129494
0.46,1.047432,0.276658,146.32643,250.122403
0.47,1.047433,0.276651,146.324269,250.115517
0.48,1.047434,0.276644,146.32212,250.108865
0.49,1.047435,0.276638,146.319986,250.102473
0.5,1.047436,0.276631,146.317871,250.096368
0.51,1.047437,0.276625,146.315777,250.090575
0.52,1.047438,0.27662,146.313709,250.085117
0.53,1.047439,0.276614,146.311669,250.080017
0.54,1.047439,0.276609,146.309661,250.075296
0.55,1.04744,0.276604,146.307689,250.070974
0.56,1.047441,0.2766,146.305756,250.067067
0.57,1.047442,0.276596,146.303865,250.063592
0.58,1.047443,0.276592,146.30202,250.060563
0.59,1.047444,0.276589,146.300225,250.057991
0.6,1.047445,0.276586,146.298484,250.055886
