b:tnow in s,s:ut in p.u.,s:cur1 in p.u.
0,1.03,0.097492
0.01,1.03,0.097492
0.02,1.03,0.097492
0.03,1.03,0.09749
0.04,1.029999,0.097486
0.05,1.029999,0.097481
0.06,1.029998,0.097474
0.07,1.029998,0.097466
0.08,1.029997,0.097458
0.09,1.029997,0.097451
0.1,1.029997,0.097446
0.11,1.029996,0.097444
0.12,1.029996,0.097445
0.13,1.029996,0.09745
0.14,1.029996,0.097458
0.15,1.029996,0.097469
0.16,1.029997,0.097481
0.17,1.029997,0.097494
0.18,1.029997,0.097506
0.19,1.029998,0.097517
0.2,1.029999,0.097525
0.21,1.029999,0.09753
0.22,1.03,0.097531
0.23,1.030001,0.097528
0.24,1.030001,0.097523
0.25,1.030001,0.097517
0.26,1.030002,0.097511
0.27,1.030002,0.097506
0.28,1.030002,0.097502
0.29,1.030001,0.097498
0.3,1.030001,0.097494
0.31,1.030001,0.097492
0.32,1.030001,0.097491
0.33,1.03,0.097491
0.34,1.03,0.097493
0.35,1.03,0.097495
0.36,1.029999,0.097497
0.37,1.029999,0.097498
0.38,1.029998,0.097499
0.39,1.029998,0.097499
0.4,1.029998,0.097498
0.41,1.029998,0.097496
0.42,1.029999,0.097493
0.43,1.029999,0.097489
0.44,1.029999,0.097485
0.45,1.029999,0.09748
0.46,1.029999,0.097476
0.47,1.029999,0.097472
0.48,1.029999,0.097469
0.49,1.029999,0.097466
0.5,1.029999,0.097464
0.51,1.029999,0.097461
0.52,1.029998,0.097459
0.53,1.029998,0.097457
0.54,1.029999,0.097455
0.55,1.029999,0.097453
0.56,1.029999,0.09745
0.57,1.029999,0.097448
0.58,1.029999,0.097446
0.59,1.029999,0.097444
0.6,1.03,0.097444
0.61,1.03,0.097445
0.62,1.03,0.097448
0.63,1.030001,0.097451
0.64,1.030001,0.097455
0.65,1.030001,0.097457
0.66,1.030001,0.097459
0.67,1.030001,0.09746
0.68,1.030002,0.097462
0.69,1.030002,0.097464
0.7,1.030002,0.097469
0.71,1.030001,0.097475
0.72,1.030001,0.097484
0.73,1.03,0.097494
0.74,1.029999,0.097504
0.75,1.029999,0.097512
0.76,1.029998,0.097518
0.77,1.029998,0.097522
0.78,1.029998,0.097524
0.79,1.029998,0.097525
0.8,1.029998,0.097525
0.81,1.029999,0.097526
0.82,1.029999,0.097527
0.83,1.03,0.097528
0.84,1.030001,0.097528
0.85,1.030002,0.097527
0.86,1.030003,0.097525
0.87,1.030004,0.097522
0.88,1.030005,0.09752
0.89,1.030006,0.097517
0.9,1.030007,0.097514
0.91,1.030007,0.097512
0.92,1.030008,0.09751
0.93,1.030008,0.097507
0.94,1.030008,0.097504
0.95,1.030007,0.097501
0.96,1.030006,0.097499
0.97,1.030006,0.097498
0.98,1.030005,0.097499
0.99,1.030003,0.097501
1,1.030002,0.097504
1.01,1.030001,0.097508
1.02,1.03,0.097512
1.03,1.03,0.097515
1.04,1.029999,0.097517
1.05,1.029998,0.097517
1.06,1.029998,0.097515
1.07,1.029997,0.097511
1.08,1.029997,0.097506
1.09,1.029997,0.0975
1.1,1.029997,0.097494
1.11,1.029998,0.097488
1.12,1.029998,0.097483
1.13,1.029999,0.09748
1.14,1.030001,0.097478
1.15,1.030002,0.097477
1.16,1.030004,0.097476
1.17,1.030005,0.097476
1.18,1.030007,0.097476
1.19,1.030008,0.097475
1.2,1.030008,0.097474
1.21,1.030008,0.097473
1.22,1.030008,0.097471
1.23,1.030007,0.097468
1.24,1.030006,0.097466
1.25,1.030005,0.097463
1.26,1.030003,0.097461
1.27,1.030002,0.09746
1.28,1.03,0.09746
1.29,1.029999,0.097461
1.3,1.029997,0.097464
1.31,1.029996,0.097467
1.32,1.029995,0.097471
1.33,1.029994,0.097474
1.34,1.029994,0.097478
1.35,1.029994,0.097483
1.36,1.029994,0.097489
1.37,1.029995,0.097497
1.38,1.029995,0.097505
1.39,1.029996,0.097513
1.4,1.029997,0.097519
1.41,1.029998,0.097523
1.42,1.029999,0.097526
1.43,1.03,0.097526
1.44,1.03,0.097524
1.45,1.03,0.09752
1.46,1.03,0.097513
1.47,1.029999,0.097506
1.48,1.029998,0.097498
1.49,1.029997,0.097489
1.5,1.029996,0.097481
1.51,1.029995,0.097474
1.52,1.029995,0.097468
1.53,1.029994,0.097463
1.54,1.029994,0.097461
1.55,1.029994,0.09746
1.56,1.029995,0.097462
1.57,1.029995,0.097465
1.58,1.029996,0.097471
1.59,1.029996,0.097477
1.6,1.029997,0.097484
1.61,1.029998,0.097491
1.62,1.029998,0.097497
1.63,1.029999,0.0975
1.64,1.029999,0.097502
1.65,1.03,0.097502
1.66,1.03,0.097501
1.67,1.029999,0.097497
1.68,1.029999,0.097492
1.69,1.029999,0.097484
1.7,1.029998,0.097476
1.71,1.029998,0.097469
1.72,1.029997,0.097462
1.73,1.029997,0.097458
1.74,1.029996,0.097456
1.75,1.029996,0.097455
1.76,1.029997,0.097455
1.77,1.029997,0.097454
1.78,1.029998,0.097453
1.79,1.029999,0.097452
1.8,1.03,0.09745
1.81,1.030001,0.09745
1.82,1.030002,0.09745
1.83,1.030003,0.097454
1.84,1.030004,0.097459
1.85,1.030005,0.097466
1.86,1.030006,0.097475
1.87,1.030005,0.097482
1.88,1.030005,0.097489
1.89,1.030004,0.097494
1.9,1.030003,0.097496
1.91,1.030002,0.097498
1.92,1.030001,0.097498
1.93,1.03,0.097499
1.94,1.029999,0.097499
1.95,1.029999,0.097499
1.96,1.029998,0.097499
1.97,1.029998,0.097498
1.98,1.029998,0.097496
1.99,1.029998,0.097493
2,1.029998,0.09749
2.01,1.029998,0.097487
2.02,1.029999,0.097487
2.03,1.029999,0.097488
2.04,1.03,0.097491
2.05,1.030001,0.097495
2.06,1.030001,0.097501
2.07,1.030002,0.097506
2.08,1.030003,0.097511
2.09,1.030004,0.097516
2.1,1.030004,0.097519
2.11,1.030004,0.097521
2.12,1.030004,0.097521
2.13,1.030003,0.09752
2.14,1.030002,0.097516
2.15,1.030001,0.09751
2.16,1.03,0.097502
2.17,1.029999,0.097494
2.18,1.029999,0.097486
2.19,1.029999,0.097479
2.2,1.029999,0.097474
2.21,1.029999,0.09747
2.22,1.029999,0.097468
2.23,1.03,0.097467
2.24,1.03,0.097467
2.25,1.030001,0.097469
2.26,1.030001,0.097471
2.27,1.030001,0.097473
2.28,1.030001,0.097476
2.29,1.030001,0.09748
2.3,1.030001,0.097484
2.31,1.030001,0.097487
2.32,1.030001,0.09749
2.33,1.030001,0.097492
2.34,1.030001,0.097495
2.35,1.030001,0.097498
2.36,1.030002,0.097501
2.37,1.030002,0.097506
2.38,1.030003,0.097512
2.39,1.030003,0.097519
2.4,1.030003,0.097527
2.41,1.030002,0.097535
2.42,1.030002,0.097541
2.43,1.030002,0.097545
2.44,1.030002,0.097546
2.45,1.030002,0.097545
2.46,1.030002,0.097542
2.47,1.030002,0.097537
2.48,1.030003,0.097531
2.49,1.030003,0.097524
2.5,1.030004,0.097518
2.51,1.030004,0.097511
2.52,1.030004,0.097506
2.53,1.030005,0.097501
2.54,1.030005,0.097497
2.55,1.030005,0.097495
2.56,1.030004,0.097494
