b:tnow in s,s:ut in p.u.,s:cur1 in p.u.
0,1.0493,0.818822
0.01,1.0493,0.818822
0.02,1.049301,0.81882
0.03,1.049301,0.818819
0.04,1.049301,0.818819
0.05,1.049302,0.818817
0.06,1.049303,0.818813
0.07,1.049305,0.818805
0.08,1.049307,0.818795
0.09,1.04931,0.818783
0.1,1.049313,0.818773
0.11,1.049315,0.818766
0.12,1.049316,0.818764
0.13,1.049314,0.818768
0.14,1.049312,0.818777
0.15,1.049308,0.818788
0.16,1.049305,0.818799
0.17,1.049302,0.818808
0.18,1.0493,0.818811
0.19,1.049298,0.818809
0.2,1.049299,0.8188
0.21,1.049301,0.818784
0.22,1.049304,0.818763
0.23,1.049308,0.818738
0.24,1.049312,0.818713
0.25,1.049316,0.818691
0.26,1.049318,0.818677
0.27,1.049319,0.818673
0.28,1.049319,0.81868
0.29,1.049317,0.818696
0.3,1.049315,0.818719
0.31,1.049312,0.818747
0.32,1.049309,0.81878
0.33,1.049305,0.818817
0.34,1.0493,0.818856
0.35,1.049295,0.818896
0.36,1.049289,0.818933
0.37,1.049284,0.818966
0.38,1.04928,0.818992
0.39,1.049276,0.819011
0.4,1.049273,0.819021
0.41,1.049271,0.819022
0.42,1.049269,0.819014
0.43,1.049269,0.818998
0.44,1.049269,0.818978
0.45,1.049269,0.818956
0.46,1.049269,0.818935
0.47,1.04927,0.818916
0.48,1.04927,0.818899
0.49,1.049272,0.81888
0.5,1.049276,0.818858
0.51,1.049282,0.818831
0.52,1.049289,0.818801
0.53,1.049296,0.818773
0.54,1.049303,0.818752
0.55,1.049309,0.818741
0.56,1.049312,0.818741
0.57,1.049313,0.818751
0.58,1.049313,0.818768
0.59,1.049311,0.81879
0.6,1.049309,0.818813
0.61,1.049306,0.818836
0.62,1.049302,0.818855
0.63,1.0493,0.818867
0.64,1.049298,0.818871
0.65,1.049297,0.818865
0.66,1.049298,0.818852
0.67,1.049299,0.818833
0.68,1.049302,0.818811
0.69,1.049304,0.81879
0.7,1.049306,0.818774
0.71,1.049307,0.818767
0.72,1.049306,0.818772
0.73,1.049303,0.818789
0.74,1.0493,0.818814
0.75,1.049295,0.818843
0.76,1.049291,0.818869
0.77,1.049289,0.818889
0.78,1.049287,0.818902
0.79,1.049286,0.818906
0.8,1.049286,0.818904
0.81,1.049286,0.818896
0.82,1.049287,0.818883
0.83,1.049288,0.818865
0.84,1.04929,0.818843
0.85,1.049293,0.818819
0.86,1.049295,0.818794
0.87,1.049298,0.818771
0.88,1.049302,0.818748
0.89,1.049305,0.818727
0.9,1.049309,0.818707
0.91,1.049313,0.818691
0.92,1.049316,0.818679
0.93,1.049318,0.818673
0.94,1.049319,0.818673
0.95,1.049319,0.818677
0.96,1.049318,0.818685
0.97,1.049317,0.818697
0.98,1.049315,0.818715
0.99,1.049311,0.818738
1,1.049307,0.818766
1.01,1.049302,0.818796
1.02,1.049297,0.818824
1.03,1.049293,0.818848
1.04,1.049289,0.818864
1.05,1.049287,0.818872
1.06,1.049286,0.818873
1.07,1.049286,0.818866
1.08,1.049287,0.818852
1.09,1.049289,0.818834
1.1,1.049292,0.818812
1.11,1.049295,0.81879
1.12,1.049298,0.818766
1.13,1.049302,0.818743
1.14,1.049307,0.818722
1.15,1.049311,0.818707
1.16,1.049314,0.818702
1.17,1.049316,0.818708
1.18,1.049317,0.818724
1.19,1.049317,0.818749
1.2,1.049316,0.818779
1.21,1.049315,0.818811
1.22,1.049314,0.818842
1.23,1.049312,0.818867
1.24,1.049311,0.818887
1.25,1.049309,0.818901
1.26,1.049307,0.818911
1.27,1.049302,0.818918
1.28,1.049296,0.818926
1.29,1.049289,0.818933
1.3,1.04928,0.81894
1.31,1.049271,0.818945
1.32,1.049263,0.818946
1.33,1.049257,0.818943
1.34,1.049253,0.818937
1.35,1.049252,0.81893
1.36,1.049253,0.818923
1.37,1.049256,0.818917
1.38,1.04926,0.818914
1.39,1.049267,0.818911
1.4,1.049274,0.818908
1.41,1.049283,0.818902
1.42,1.04929,0.818894
1.43,1.049297,0.818883
1.44,1.049302,0.818872
1.45,1.049304,0.818861
1.46,1.049304,0.81885
1.47,1.049301,0.818841
1.48,1.049297,0.818834
1.49,1.049292,0.81883
1.5,1.049287,0.818826
1.51,1.049282,0.818822
1.52,1.049279,0.818818
1.53,1.049277,0.818812
1.54,1.049277,0.818805
1.55,1.049278,0.818798
1.56,1.04928,0.818792
1.57,1.049283,0.818789
1.58,1.049287,0.818791
1.59,1.04929,0.818797
1.6,1.049294,0.818806
1.61,1.049297,0.818816
1.62,1.049301,0.818826
1.63,1.049304,0.818834
1.64,1.049306,0.818838
1.65,1.049309,0.818837
1.66,1.04931,0.81883
1.67,1.049311,0.818818
1.68,1.049311,0.818805
1.69,1.049309,0.818793
1.7,1.049306,0.818784
1.71,1.049302,0.81878
1.72,1.049297,0.81878
1.73,1.049293,0.818786
1.74,1.049289,0.818795
1.75,1.049286,0.818804
1.76,1.049285,0.81881
1.77,1.049286,0.818809
1.78,1.049289,0.818802
1.79,1.049293,0.81879
1.8,1.049298,0.818775
1.81,1.049304,0.818758
1.82,1.04931,0.818744
1.83,1.049315,0.818734
1.84,1.049319,0.818733
1.85,1.049321,0.818739
1.86,1.049322,0.818753
1.87,1.049321,0.818773
1.88,1.049319,0.818795
1.89,1.049316,0.818817
1.9,1.049313,0.818837
1.91,1.04931,0.818853
1.92,1.049307,0.818865
1.93,1.049305,0.818874
1.94,1.049304,0.818879
1.95,1.049303,0.818879
1.96,1.049303,0.818874
1.97,1.049303,0.818865
1.98,1.049303,0.818852
1.99,1.049304,0.818839
2,1.049304,0.818825
2.01,1.049304,0.818812
2.02,1.049304,0.818803
2.03,1.049304,0.818797
2.04,1.049303,0.818796
2.05,1.049302,0.818798
2.06,1.049301,0.818803
2.07,1.049302,0.818808
2.08,1.049302,0.818813
2.09,1.049303,0.818817
2.1,1.049305,0.81882
2.11,1.049306,0.818823
2.12,1.049308,0.818824
2.13,1.049309,0.818825
2.14,1.04931,0.818823
2.15,1.049311,0.81882
2.16,1.049312,0.818814
2.17,1.049313,0.818805
2.18,1.049314,0.818793
2.19,1.049315,0.818779
2.2,1.049316,0.818763
2.21,1.049317,0.818745
2.22,1.049318,0.818728
2.23,1.049318,0.818716
2.24,1.049318,0.818708
2.25,1.049318,0.818706
2.26,1.049317,0.818711
2.27,1.049316,0.818721
2.28,1.049315,0.818737
2.29,1.049313,0.818757
2.3,1.049311,0.81878
2.31,1.049309,0.818804
2.32,1.049308,0.818824
2.33,1.049309,0.818838
2.34,1.049311,0.818845
2.35,1.049314,0.818842
2.36,1.049318,0.818831
2.37,1.049323,0.818815
2.38,1.049327,0.8188
2.39,1.049329,0.818788
2.4,1.04933,0.818783
2.41,1.049329,0.818784
2.42,1.049327,0.818792
2.43,1.049324,0.818804
2.44,1.04932,0.818819
2.45,1.049315,0.818836
2.46,1.049311,0.818854
2.47,1.049306,0.81887
2.48,1.049301,0.818885
2.49,1.049298,0.818894
2.5,1.049295,0.818899
2.51,1.049294,0.818898
2.52,1.049294,0.818894
2.53,1.049294,0.81889
2.54,1.049294,0.818888
2.55,1.049294,0.818888
2.56,1.049294,0.818891
2.57,1.049295,0.818895
2.58,1.049296,0.8189
2.59,1.049297,0.818903
2.6,1.049299,0.818904
2.61,1.0493,0.8189
2.62,1.049301,0.818894
2.63,1.049301,0.818886
2.64,1.049301,0.818877
2.65,1.0493,0.818868
2.66,1.049298,0.818859
2.67,1.049297,0.818851
2.68,1.049296,0.818842
2.69,1.049296,0.818834
2.7,1.049295,0.818827
2.71,1.049295,0.818821
2.72,1.049295,0.818817
2.73,1.049294,0.818813
2.74,1.049294,0.818809
2.75,1.049294,0.818803
2.76,1.049295,0.818797
2.77,1.049295,0.818789
2.78,1.049296,0.81878
2.79,1.049297,0.818769
2.8,1.049299,0.818756
2.81,1.049302,0.818741
2.82,1.049304,0.818727
2.83,1.049307,0.818715
2.84,1.049309,0.818709
2.85,1.049311,0.818707
2.86,1.049313,0.818708
2.87,1.049315,0.818711
2.88,1.049318,0.818717
2.89,1.049321,0.818723
2.9,1.049323,0.818731
2.91,1.049325,0.818741
2.92,1.049326,0.818751
2.93,1.049327,0.818761
2.94,1.049327,0.818769
2.95,1.049327,0.818775
2.96,1.049327,0.818777
2.97,1.049326,0.818777
2.98,1.049325,0.818774
2.99,1.049324,0.81877
3,1.049323,0.818765
3.01,1.049322,0.818761
3.02,1.049321,0.818759
3.03,1.049319,0.818761
3.04,1.049318,0.818767
3.05,1.049316,0.818776
3.06,1.049315,0.818788
3.07,1.049313,0.818803
3.08,1.049311,0.818821
3.09,1.049307,0.818842
3.1,1.049304,0.818862
3.11,1.0493,0.818878
3.12,1.049297,0.818887
3.13,1.049295,0.818884
3.14,1.049295,0.818872
3.15,1.049296,0.818852
3.16,1.049298,0.818829
3.17,1.049301,0.818805
3.18,1.049303,0.818785
3.19,1.049304,0.818772
3.2,1.049304,0.818768
3.21,1.049303,0.818771
3.22,1.049301,0.818779
3.23,1.049299,0.81879
3.24,1.049296,0.818803
3.25,1.049294,0.818815
3.26,1.049292,0.818823
3.27,1.049292,0.818826
3.28,1.049293,0.818823
3.29,1.049295,0.818815
3.3,1.049299,0.818802
3.31,1.049304,0.818786
3.32,1.049308,0.818772
3.33,1.049312,0.81876
3.34,1.049314,0.818754
3.35,1.049314,0.818754
3.36,1.049314,0.818758
3.37,1.049312,0.818767
3.38,1.049309,0.81878
3.39,1.049306,0.818794
3.4,1.049303,0.818811
3.41,1.049299,0.818826
3.42,1.049296,0.818839
3.43,1.049293,0.818849
3.44,1.049291,0.818855
3.45,1.04929,0.818859
3.46,1.049289,0.818861
3.47,1.049289,0.81886
3.48,1.049289,0.818856
3.49,1.049289,0.81885
3.5,1.049291,0.818843
3.51,1.049292,0.818834
3.52,1.049294,0.818824
3.53,1.049296,0.818813
3.54,1.049299,0.818802
3.55,1.049301,0.818792
3.56,1.049303,0.818785
3.57,1.049305,0.81878
3.58,1.049306,0.818777
3.59,1.049308,0.818778
3.6,1.049308,0.818781
3.61,1.049308,0.818787
3.62,1.049307,0.818793
3.63,1.049307,0.818798
3.64,1.049306,0.818801
3.65,1.049305,0.818805
3.66,1.049303,0.818809
3.67,1.0493,0.818814
3.68,1.049296,0.818819
3.69,1.049293,0.818823
3.7,1.049289,0.818826
3.71,1.049286,0.818826
3.72,1.049283,0.818825
3.73,1.049282,0.818824
3.74,1.049282,0.818822
3.75,1.049282,0.81882
3.76,1.049284,0.818818
3.77,1.049287,0.818814
3.78,1.049291,0.81881
3.79,1.049295,0.818805
3.8,1.049299,0.818802
3.81,1.049302,0.818801
3.82,1.049303,0.818805
3.83,1.049304,0.818815
3.84,1.049302,0.818828
3.85,1.049301,0.818842
3.86,1.049299,0.818856
3.87,1.049296,0.818868
3.88,1.049294,0.818877
3.89,1.049293,0.818883
3.9,1.049292,0.818886
3.91,1.049292,0.818885
3.92,1.049293,0.818879
3.93,1.049295,0.818869
3.94,1.049298,0.818858
3.95,1.0493,0.818848
3.96,1.049302,0.81884
3.97,1.049302,0.818835
3.98,1.049302,0.818834
3.99,1.0493,0.818836
4,1.049297,0.818842
4.01,1.049293,0.818853
4.02,1.049287,0.818866
4.03,1.049282,0.818882
4.04,1.049277,0.818897
4.05,1.049273,0.818911
4.06,1.04927,0.818921
4.07,1.049269,0.818925
4.08,1.049271,0.818922
4.09,1.049274,0.818912
4.1,1.049281,0.818895
4.11,1.049288,0.818874
4.12,1.049297,0.818852
4.13,1.049305,0.818834
4.14,1.049311,0.818821
4.15,1.049314,0.818817
4.16,1.049315,0.81882
4.17,1.049313,0.818829
4.18,1.04931,0.81884
4.19,1.049306,0.818848
4.2,1.049303,0.818851
4.21,1.049299,0.818848
4.22,1.049297,0.818838
4.23,1.049293,0.818825
4.24,1.04929,0.81881
4.25,1.049286,0.818796
4.26,1.049282,0.818783
4.27,1.049279,0.818768
4.28,1.049277,0.818752
4.29,1.049278,0.818734
4.3,1.049282,0.818715
4.31,1.049288,0.818697
4.32,1.049297,0.818679
4.33,1.049307,0.818665
4.34,1.049316,0.818656
4.35,1.049325,0.818657
4.36,1.049331,0.81867
4.37,1.049333,0.818695
4.38,1.049332,0.818729
4.39,1.049328,0.818769
4.4,1.049323,0.818808
4.41,1.049318,0.818841
4.42,1.049313,0.818864
4.43,1.04931,0.818876
4.44,1.049308,0.818879
4.45,1.049308,0.818875
4.46,1.049308,0.818867
4.47,1.049308,0.81886
4.48,1.049308,0.818856
4.49,1.049308,0.818854
4.5,1.049309,0.818853
4.51,1.04931,0.818853
4.52,1.049312,0.818851
4.53,1.049314,0.818848
4.54,1.049315,0.818843
4.55,1.049316,0.818837
4.56,1.049316,0.81883
4.57,1.049315,0.818823
4.58,1.049313,0.818817
4.59,1.049311,0.818812
4.6,1.049308,0.818808
4.61,1.049305,0.818804
4.62,1.049302,0.818801
4.63,1.049299,0.818802
4.64,1.049295,0.818805
4.65,1.049292,0.818811
4.66,1.049289,0.818818
4.67,1.049287,0.818825
4.68,1.049285,0.818829
4.69,1.049284,0.81883
4.7,1.049284,0.818826
4.71,1.049285,0.818819
4.72,1.049286,0.81881
4.73,1.049287,0.8188
4.74,1.049289,0.81879
4.75,1.049292,0.81878
4.76,1.049294,0.818771
4.77,1.049298,0.818761
4.78,1.049303,0.818751
4.79,1.049308,0.818743
4.8,1.049313,0.818738
4.81,1.049316,0.818738
4.82,1.049318,0.818745
4.83,1.049319,0.818757
4.84,1.049318,0.818772
4.85,1.049317,0.818787
4.86,1.049316,0.818799
4.87,1.049314,0.818809
4.88,1.049312,0.818814
4.89,1.049311,0.818816
4.9,1.04931,0.818814
4.91,1.049309,0.81881
4.92,1.049308,0.818807
4.93,1.049306,0.818806
4.94,1.049303,0.818809
4.95,1.049299,0.818815
4.96,1.049295,0.818822
4.97,1.04929,0.818831
4.98,1.049286,0.818839
4.99,1.049281,0.818847
5,1.049278,0.818851
5.01,1.049276,0.81885
5.02,1.049277,0.818843
5.03,1.04928,0.818828
5.04,1.049284,0.818809
5.05,1.04929,0.818788
5.06,1.049296,0.818768
5.07,1.049302,0.818751
5.08,1.049307,0.818738
5.09,1.049311,0.818729
5.1,1.049314,0.818726
5.11,1.049315,0.818728
5.12,1.049316,0.818733
5.13,1.049316,0.818742
5.14,1.049316,0.818753
5.15,1.049315,0.818766
5.16,1.049315,0.81878
5.17,1.049313,0.818796
5.18,1.049311,0.818814
5.19,1.049307,0.818834
5.2,1.049303,0.818858
5.21,1.049297,0.818883
5.22,1.049292,0.81891
5.23,1.049287,0.818935
5.24,1.049284,0.818955
5.25,1.049283,0.818968
5.26,1.049284,0.818973
5.27,1.049287,0.818969
5.28,1.049291,0.818956
5.29,1.049297,0.818935
5.3,1.049303,0.818908
5.31,1.049308,0.818876
5.32,1.049311,0.818845
5.33,1.049314,0.818815
5.34,1.049314,0.81879
5.35,1.049311,0.818772
5.36,1.049307,0.818763
5.37,1.049301,0.818762
5.38,1.049293,0.81877
5.39,1.049286,0.818783
5.4,1.049279,0.818798
5.41,1.049274,0.818813
5.42,1.049271,0.818826
5.43,1.049269,0.818835
5.44,1.049269,0.81884
5.45,1.049271,0.81884
5.46,1.049275,0.818837
5.47,1.049279,0.818832
5.48,1.049283,0.818825
5.49,1.049287,0.818815
5.5,1.049291,0.818803
5.51,1.049295,0.818788
5.52,1.049298,0.818771
5.53,1.049302,0.818753
5.54,1.049306,0.818737
5.55,1.049309,0.818722
5.56,1.049312,0.81871
5.57,1.049315,0.8187
5.58,1.049318,0.818696
5.59,1.049319,0.818698
5.6,1.049319,0.818709
5.61,1.049316,0.818726
5.62,1.049313,0.818749
5.63,1.049309,0.818774
5.64,1.049304,0.8188
5.65,1.0493,0.818823
5.66,1.049298,0.818843
5.67,1.049296,0.818858
5.68,1.049295,0.818869
5.69,1.049295,0.818875
5.7,1.049296,0.818876
5.71,1.049297,0.818872
5.72,1.049298,0.818865
5.73,1.049298,0.818854
5.74,1.049298,0.818842
5.75,1.049298,0.818828
5.76,1.049298,0.818814
5.77,1.049297,0.818798
5.78,1.049297,0.818782
5.79,1.049297,0.818765
5.8,1.049297,0.818749
5.81,1.049297,0.818735
5.82,1.049297,0.818725
5.83,1.049297,0.81872
5.84,1.049298,0.81872
5.85,1.049298,0.818725
5.86,1.049297,0.818735
5.87,1.049297,0.818748
5.88,1.049297,0.818763
5.89,1.049297,0.818777
5.9,1.049298,0.81879
5.91,1.049298,0.8188
5.92,1.049299,0.818805
5.93,1.0493,0.818804
5.94,1.049301,0.818796
5.95,1.049303,0.818783
5.96,1.049305,0.818767
5.97,1.049306,0.818751
5.98,1.049307,0.81874
5.99,1.049307,0.818737
6,1.049306,0.818745
6.01,1.049305,0.818763
6.02,1.049302,0.818793
6.03,1.049299,0.818831
6.04,1.049296,0.818874
6.05,1.049293,0.818916
6.06,1.049291,0.818951
6.07,1.04929,0.818974
6.08,1.04929,0.818983
6.09,1.049291,0.81898
6.1,1.049292,0.818966
6.11,1.049292,0.818945
6.12,1.049291,0.818919
6.13,1.049288,0.818893
6.14,1.049284,0.818872
6.15,1.049279,0.818856
6.16,1.049273,0.818846
6.17,1.049267,0.818841
6.18,1.049262,0.81884
6.19,1.049259,0.818843
6.2,1.049258,0.818847
6.21,1.04926,0.818849
6.22,1.049265,0.818847
