k,Cluster,Frequency,Damping,Size
1,1,0.6375601886748504,-0.342245732000225,281
2,1,0.6245471592714785,-0.3384754169548818,226
2,2,0.9910825501393856,-0.4784415537881021,55
3,1,0.6374458473643942,-0.3392253760753095,170
3,2,0.9910825501393856,-0.4784415537881021,54
3,3,0.1337475592139073,-0.2544305135773819,57
4,1,0.118613605048347,-0.5662730978813513,16
4,2,0.6377214516890151,-0.3390988509978246,167
4,3,0.9910825501393856,-0.4784415537881021,53
4,4,0.1357435152129743,-0.2279286578965324,45
5,1,0.118613605048347,-0.5662730978813513,16
5,2,0.9816758132174034,-0.4485996561753036,38
5,3,0.9803240090633588,-0.7138758450573618,19
5,4,0.6374458473643942,-0.3392253760753095,163
5,5,0.1357435152129743,-0.2279286578965324,45
6,1,0.6397979070787576,-0.3345787038874577,119
6,2,0.118613605048347,-0.5662730978813513,16
6,3,0.9816758132174034,-0.4485996561753036,35
6,4,0.9803240090633588,-0.7138758450573618,19
6,5,0.6322061903822386,-0.4138204667904266,47
6,6,0.1357435152129743,-0.2279286578965324,45
7,1,0.118613605048347,-0.5662730978813513,16
7,2,0.6377214516890151,-0.3390988509978246,80
7,3,0.6380223309295773,-0.2937211440676217,42
7,4,0.9803240090633588,-0.7138758450573618,19
7,5,0.6322061903822386,-0.4138204667904266,47
7,6,0.9815379372599484,-0.4490582925077818,32
7,7,0.1357435152129743,-0.2279286578965324,45
8,1,0.6397979070787576,-0.3345787038874577,118
8,2,0.13627742099695989,-0.2027391452016506,30
8,3,0.118613605048347,-0.5662730978813513,16
8,4,1.099660392541545,-0.2046010761513507,6
8,5,0.9803240090633588,-0.7138758450573618,19
8,6,0.6322061903822386,-0.4138204667904266,47
8,7,0.9795734172389908,-0.4614718439383308,30
8,8,0.13975833828527373,-0.3286120466654818,15
9,1,0.13627742099695989,-0.2027391452016506,30
9,2,0.118613605048347,-0.5662730978813513,16
9,3,1.099660392541545,-0.2046010761513507,6
9,4,0.6377214516890151,-0.3390988509978246,80
9,5,0.9803240090633588,-0.7138758450573618,19
9,6,0.6322061903822386,-0.4138204667904266,47
9,7,0.637347743650216,-0.2968481340529799,38
9,8,0.9795734172389908,-0.4614718439383308,30
9,9,0.13975833828527373,-0.3286120466654818,15
10,1,0.13627742099695989,-0.2027391452016506,30
10,2,0.6456567762389342,-0.4762181869597243,12
10,3,0.118613605048347,-0.5662730978813513,16
10,4,1.099660392541545,-0.2046010761513507,6
10,5,0.6377214516890151,-0.3390988509978246,79
10,6,0.9803240090633588,-0.7138758450573618,19
10,7,0.637347743650216,-0.2968481340529799,38
10,8,0.6307743184937088,-0.4063653312635231,36
10,9,0.9795734172389908,-0.4614718439383308,30
10,10,0.13975833828527373,-0.3286120466654818,15
