k,Cluster,Frequency,Damping,Size
1,1,0.6381281586948997,-0.344478734507718,304
2,1,0.9812198910015532,-0.4994198297662092,75
2,2,0.6297833712925103,-0.3369747806891845,229
3,1,0.13746726271480858,-0.3472418117517235,63
3,2,0.9812198910015532,-0.4994198297662092,71
3,3,0.6371271963602201,-0.3364872515796707,170
4,1,0.9838702326550144,-0.4749101420283687,69
4,2,0.217412911029842,-0.6534452390766154,30
4,3,0.1362874895954836,-0.1989406498433662,36
4,4,0.6371271963602201,-0.3364872515796707,169
5,1,0.974350606507744,-0.434044512304243,41
5,2,0.9881985590630576,-0.6270240889114383,29
5,3,0.217412911029842,-0.6534452390766154,30
5,4,0.1362874895954836,-0.1989406498433662,36
5,5,0.6371271963602201,-0.3364872515796707,168
6,1,0.12452180849700012,-0.476181607506736,21
6,2,0.974350606507744,-0.434044512304243,41
6,3,0.16595067531918617,-0.7904665955369279,17
6,4,0.9881985590630576,-0.6270240889114383,29
6,5,0.13380933574545373,-0.1847449418089894,28
6,6,0.6371271963602201,-0.3364872515796707,168
7,1,0.12452180849700012,-0.476181607506736,21
7,2,1.071732575105239,-0.3264188134090404,18
7,3,0.16595067531918617,-0.7904665955369279,17
7,4,0.9881985590630576,-0.6270240889114383,28
7,5,0.9740704940603712,-0.4609489088808616,24
7,6,0.13380933574545373,-0.1847449418089894,28
7,7,0.6371271963602201,-0.3364872515796707,168
8,1,0.12452180849700012,-0.476181607506736,21
8,2,1.071732575105239,-0.3264188134090404,18
8,3,0.16595067531918617,-0.7904665955369279,17
8,4,0.9881985590630576,-0.6270240889114383,28
8,5,0.6228889454676658,-0.2648935258381518,30
8,6,0.9740704940603712,-0.4609489088808616,24
8,7,0.6378106904489469,-0.3428112828576103,139
8,8,0.13380933574545373,-0.1847449418089894,27
9,1,0.12452180849700012,-0.476181607506736,21
9,2,0.6398461077266904,-0.3362502543227359,124
9,3,1.071732575105239,-0.3264188134090404,18
9,4,0.16595067531918617,-0.7904665955369279,17
9,5,0.6225422241521243,-0.3952278789144614,25
9,6,0.9881985590630576,-0.6270240889114383,28
9,7,0.630548095560439,-0.2411020294466891,21
9,8,0.9740704940603712,-0.4609489088808616,23
9,9,0.13380933574545373,-0.1847449418089894,27
10,1,0.1728426677106975,-0.5831929175619008,17
10,2,1.071732575105239,-0.3264188134090404,18
10,3,0.6330776288148536,-0.3597427887098403,69
10,4,0.6390069074014051,-0.327630147590683,81
10,5,0.9881985590630576,-0.6270240889114383,28
10,6,0.13746726271480858,-0.3472418117517235,12
10,7,0.630548095560439,-0.2411020294466891,20
10,8,0.9740704940603712,-0.4609489088808616,23
10,9,0.15934286625813276,-0.8716286865906888,12
10,10,0.12894507108711206,-0.1789797714871041,24
