k,Cluster,Frequency,Damping,Size
1,1,0.6173558270983001,-0.3883213086870828,274
2,1,0.5240365685847372,-0.3383780187006383,221
2,2,1.0064795276925897,-0.5965754046682948,53
3,1,0.5536082461964331,-0.3143836118989297,204
3,2,1.0701563763912572,-0.5483708174428877,49
3,3,0.1800834265566792,-0.7331243665798821,21
4,1,1.0746767822994117,-0.5566213798633814,47
4,2,0.6367818413853847,-0.3279292434357312,173
4,3,0.20442435309516377,-0.8867505470660314,12
4,4,0.1435556442868655,-0.30633495351209256,42
5,1,0.6314586229964837,-0.3278242639249816,172
5,2,1.035001342956235,-0.4986134547710039,44
5,3,0.18877393386551994,-0.7757452765666573,18
5,4,0.13454343476537323,-0.26230514720750064,35
5,5,1.379520670619451,-0.9862356089554659,5
6,1,0.13516247089616118,-0.24214010725890084,32
6,2,0.6314586229964837,-0.3278242639249816,172
6,3,1.032581654032882,-0.4929518733670373,43
6,4,0.1691764372443878,-0.6263109003211413,17
6,5,0.22643813113391748,-1.1870815981795309,4
6,6,1.3394418866262763,-0.9455399166531497,6
7,1,0.1691764372443878,-0.6263109003211413,17
7,2,0.6277959670428453,-0.3286352001498085,170
7,3,1.0395872374148687,-0.6285221467645439,19
7,4,1.0289176325337417,-0.4038276870322633,28
7,5,0.22643813113391748,-1.1870815981795309,4
7,6,1.4403449948639522,-1.0347158497252962,4
7,7,0.13516247089616118,-0.24214010725890084,32
8,1,0.6277959670428453,-0.3286352001498085,170
8,2,0.19341746407578697,-0.7365850215092817,8
8,3,1.0395872374148687,-0.6285221467645439,19
8,4,0.13628346499555594,-0.22607462850714588,29
8,5,1.4403449948639522,-1.0347158497252962,4
8,6,0.22643813113391748,-1.1870815981795309,4
8,7,1.0289176325337417,-0.4038276870322633,28
8,8,0.14180319202952751,-0.49557702824689553,12
9,1,0.6277959670428453,-0.3286352001498085,170
9,2,1.0395872374148687,-0.6285221467645439,19
9,3,0.14180319202952751,-0.49557702824689553,12
9,4,0.19341746407578697,-0.7365850215092817,8
9,5,1.4403449948639522,-1.0347158497252962,4
9,6,0.13628346499555594,-0.22607462850714588,29
9,7,1.0289176325337417,-0.4038276870322633,28
9,8,0.2470753524780308,-1.0586240026912521,3
9,9,0.16452646710157748,-1.572454384644368,1
10,1,0.14180319202952751,-0.49557702824689553,12
10,2,0.6276591903913031,-0.3400361351209291,153
10,3,1.0395872374148687,-0.6285221467645439,19
10,4,0.13628346499555594,-0.22607462850714588,29
10,5,0.2470753524780308,-1.0586240026912521,3
10,6,1.4403449948639522,-1.0347158497252962,4
10,7,1.0289176325337417,-0.4038276870322633,28
10,8,0.19341746407578697,-0.7365850215092817,8
10,9,0.6290269569067259,-0.22602678540972285,17
10,10,0.16452646710157748,-1.572454384644368,1
