Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g1,Voltage,Order 6,0.6388284732171293,-0.3293896929071258,1.6192909897757983e-05,2.8948153109874566
load03,g1,Voltage,Tau 0.1,0.6388284732171293,-0.3293896929071258,1.6192909897757983e-05,2.8948153109874566
load03,g1,Voltage,Tau 0.01,0.6388284732171293,-0.3293896929071258,1.6192909897757983e-05,2.8948153109874566
load03,g1,Current,Order 4,0.3032427478098164,-0.3492318640030665,0.0001045522431697,-1.880446702456709
load03,g1,Current,Order 6,0.6389796077952793,-0.3598484237582072,0.0001661886397289,2.832568817237936
load03,g1,Current,Tau 1,0.6401804625328151,-0.3404510209103904,0.0001703897967029,2.760543932564611
load03,g1,Current,Tau 0.1,0.6389796077952793,-0.3598484237582072,0.0001661886397289,2.832568817237936
load03,g1,Current,Tau 0.01,0.6389796077952793,-0.3598484237582072,0.0001661886397289,2.832568817237936
load03,g1,Active Power,Order 4,0.3071972717569209,-0.3702794534145235,0.8294862945055413,-2.1869096473787133
load03,g1,Active Power,Order 6,0.637809357153808,-0.3392327210798963,1.690075393969764,2.8573796202993456
load03,g1,Active Power,Tau 1,0.6396601131563928,-0.3576798369161637,1.7102381914363858,2.90050162412748
load03,g1,Active Power,Tau 0.1,0.637809357153808,-0.3392327210798963,1.690075393969764,2.8573796202993456
load03,g1,Active Power,Tau 0.01,0.637809357153808,-0.3392327210798963,1.690075393969764,2.8573796202993456
load03,g1,Reactive Power,Order 4,0.6289570353548598,-0.4514157865095355,0.4198601808955948,-0.4683613155862282
load03,g1,Reactive Power,Order 6,0.6477520848426014,-0.2744542351348408,0.2986898079640828,-0.4840983600482371
load03,g1,Reactive Power,Tau 1,0.6477520848426014,-0.2744542351348408,0.2986898079640828,-0.4840983600482371
load03,g1,Reactive Power,Tau 0.1,0.6429676197737687,-0.3049246904313847,0.3184363312465171,-0.428911121596793
load03,g1,Reactive Power,Tau 0.1,0.140520259087737,-0.2103119097958813,0.0506595018675563,0.0955137973603484
load03,g1,Reactive Power,Tau 0.01,0.9926574965274122,-0.5527493159901087,0.0352675868027096,2.894521891509827
load03,g1,Reactive Power,Tau 0.01,0.635771476950219,-0.3555317294766171,0.3457403049143367,-0.3263799317396705
load03,g1,Reactive Power,Tau 0.01,0.1367961735213529,-0.1622022914420821,0.0424250096890407,-0.2511481499606408
load03,g8,Voltage,Order 6,0.6426566807012666,-0.250235646054436,4.409437980518168e-05,2.327126985202987
load03,g8,Voltage,Tau 1,0.6426566807012666,-0.250235646054436,4.409437980518168e-05,2.327126985202987
load03,g8,Voltage,Tau 0.1,0.6426566807012666,-0.250235646054436,4.409437980518168e-05,2.327126985202987
load03,g8,Voltage,Tau 0.01,0.9784828134819082,-0.5586395626644144,1.816564004314223e-05,-0.3477793287122862
load03,g8,Voltage,Tau 0.01,0.6380186563735816,-0.3221171302374069,4.763468817079644e-05,2.5327989834316176
load03,g8,Voltage,Tau 0.01,0.1361061609124192,-0.1645735381483548,1.7393499575701266e-05,2.811375125066603
load03,g8,Current,Order 4,0.204711951360568,-0.2604387711472557,8.462675008455934e-05,1.6520443153815347
load03,g8,Current,Order 6,0.6724124309637028,-0.3796412907201504,0.000172713634047,-0.7603272484891836
load03,g8,Current,Tau 1,0.6623025741975165,-0.3219136726123316,0.0001430416784982,-0.6083229772645903
load03,g8,Current,Tau 0.1,0.6623025741975165,-0.3219136726123316,0.0001430416784982,-0.6083229772645903
load03,g8,Current,Tau 0.01,1.1642705431721092,-0.7531105425202923,0.0001066259375465,2.271228727536961
load03,g8,Current,Tau 0.01,0.6362541533621778,-0.3680940702684049,0.0001737679408767,-0.2208256406069428
load03,g8,Active Power,Order 6,0.6829939225776168,-0.4064561798599598,0.1008958371096339,-0.7539250125738169
load03,g8,Active Power,Tau 0.1,0.670508969562124,-0.3196090601029774,0.0837687645759373,-0.6256318234784459
load03,g8,Active Power,Tau 0.01,1.1740684208884566,-0.7247857228451143,0.0751958334973692,2.278092307496443
load03,g8,Active Power,Tau 0.01,0.6355690999099273,-0.3777714322768508,0.0971848491464794,-0.0455604652102991
load03,g8,Reactive Power,Order 6,0.6446861251706001,-0.334688069799,0.0498280560168053,-0.3724121136145589
load03,g8,Reactive Power,Tau 0.01,0.9911747048493268,-0.4390150564595391,0.0167037859891011,2.9254345972664866
load03,g8,Reactive Power,Tau 0.01,0.6402310068781846,-0.3337450857286829,0.047231071452939,-0.1404904972039926
load03,g8,Reactive Power,Tau 0.01,0.114399582983559,-0.3657312496816539,0.0944183023166871,2.873175252563132
load03,g9,Voltage,Order 2,0.6677643331882795,-0.2169818585156075,0.0001039034587575,2.055468037667561
load03,g9,Voltage,Order 4,0.8834938993984235,-0.438785315180322,9.711528359854484e-05,0.466469256598496
load03,g9,Voltage,Order 4,0.5973741910286856,-0.3103583747518298,0.0001008302610998,2.992990171995602
load03,g9,Voltage,Order 6,0.9707061153497298,-0.36651297267785,7.310667504067439e-05,-0.3010913061393481
load03,g9,Voltage,Order 6,0.6429724397203332,-0.3979129210849266,0.0001444852234343,2.450600884139673
load03,g9,Voltage,Tau 1,0.99003316455896,-0.4287075048860767,8.180502568906021e-05,-0.5004485609601907
load03,g9,Voltage,Tau 1,0.654547540477146,-0.3710967947151437,0.0001334729353046,2.3797101640168
load03,g9,Voltage,Tau 1,0.1455648765998563,-0.6463425429534597,7.785606456276672e-05,-1.880889598504554
load03,g9,Voltage,Tau 0.1,0.9709988419190366,-0.4750014660352388,8.910943804118472e-05,-0.241445847833142
load03,g9,Voltage,Tau 0.1,0.6432703911142417,-0.2493217324937362,0.0001035646250905,2.52631203301267
load03,g9,Voltage,Tau 0.1,0.1689842416557759,-0.5676296704521901,7.246271071157028e-05,-2.1650399802800915
load03,g9,Voltage,Tau 0.01,0.9709988419190366,-0.4750014660352388,8.910943804118472e-05,-0.241445847833142
load03,g9,Voltage,Tau 0.01,0.6432703911142417,-0.2493217324937362,0.0001035646250905,2.52631203301267
load03,g9,Voltage,Tau 0.01,0.1689842416557759,-0.5676296704521901,7.246271071157028e-05,-2.1650399802800915
load03,g9,Current,Order 4,0.7497659724374983,-0.3107260912127121,0.000315559352553,-1.5900525238818548
load03,g9,Current,Order 6,0.7670038253969027,-0.4220551293750819,0.0004313028927591,-1.6448666024944878
load03,g9,Current,Tau 0.1,0.9814761377277936,-0.4538724837499481,0.0003574043471899,2.944744568212854
load03,g9,Current,Tau 0.1,0.6420476985955873,-0.3314277732742117,0.000312185484396,-0.3428639444238924
load03,g9,Current,Tau 0.01,0.9814761377277936,-0.4538724837499481,0.0003574043471899,2.944744568212854
load03,g9,Current,Tau 0.01,0.6420476985955873,-0.3314277732742117,0.000312185484396,-0.3428639444238924
load03,g9,Active Power,Order 4,0.7274367475941731,-0.2100936358782526,0.1690303310538662,-1.41861978221333
load03,g9,Active Power,Order 6,0.79726170778512,-0.3964653746833086,0.3016922356510958,-1.7723749759330207
