k,Cluster,Frequency,Damping,Size
1,1,0.6376865128064501,-0.3364377852518228,55
2,1,0.6389879592700903,-0.3290371329240153,37
2,2,0.6329124793551062,-0.4503688960818234,18
3,1,1.0992013609126987,-0.2042250265805028,6
3,2,0.6387216681070462,-0.3305497439417546,31
3,3,0.6329124793551062,-0.4503688960818234,18
4,1,0.6379444598073915,-0.3320418741595397,29
4,2,1.0992013609126987,-0.2042250265805028,6
4,3,0.9735064727225484,-0.4375903250809317,11
4,4,0.2454406862536601,-0.3243949050883665,9
5,1,0.23112843413476447,-0.307633164054968,6
5,2,1.0992013609126987,-0.2042250265805028,6
5,3,0.9826185405096278,-0.439150184475668,7
5,4,0.6387216681070462,-0.3305497439417546,25
5,5,0.6329124793551062,-0.4503688960818234,11
6,1,0.10785971614517176,-0.4837324532870968,3
6,2,0.23112843413476447,-0.307633164054968,6
6,3,1.0992013609126987,-0.2042250265805028,6
6,4,0.9826185405096278,-0.439150184475668,7
6,5,0.6387216681070462,-0.3305497439417546,25
6,6,0.6343398659534918,-0.4311854541551484,8
7,1,0.10785971614517176,-0.4837324532870968,3
7,2,0.13566112601260383,-0.1697555970016841,2
7,3,0.23112843413476447,-0.307633164054968,4
7,4,1.0992013609126987,-0.2042250265805028,6
7,5,0.9826185405096278,-0.439150184475668,7
7,6,0.6387216681070462,-0.3305497439417546,25
7,7,0.6343398659534918,-0.4311854541551484,8
8,1,0.10785971614517176,-0.4837324532870968,3
8,2,0.13566112601260383,-0.1697555970016841,2
8,3,0.23112843413476447,-0.307633164054968,4
8,4,1.0992013609126987,-0.2042250265805028,6
8,5,0.9826185405096278,-0.439150184475668,7
8,6,0.6354066480940179,-0.300728836821342,5
8,7,0.6378947789023223,-0.3333284282176448,20
8,8,0.6343398659534918,-0.4311854541551484,8
9,1,0.10785971614517176,-0.4837324532870968,3
9,2,0.13566112601260383,-0.1697555970016841,2
9,3,0.23112843413476447,-0.307633164054968,4
9,4,1.0992013609126987,-0.2042250265805028,6
9,5,0.9826185405096278,-0.439150184475668,7
9,6,0.6354066480940179,-0.300728836821342,5
9,7,0.6322473244794158,-0.4104468660080117,3
9,8,0.6378947789023223,-0.3333284282176448,20
9,9,0.6329124793551062,-0.4503688960818234,5
10,1,0.10785971614517176,-0.4837324532870968,3
10,2,1.0980154686260302,-0.2967470680689882,1
10,3,0.13566112601260383,-0.1697555970016841,2
10,4,0.23112843413476447,-0.307633164054968,4
10,5,1.0992013609126987,-0.2042250265805028,5
10,6,0.9826185405096278,-0.439150184475668,7
10,7,0.6354066480940179,-0.300728836821342,5
10,8,0.6322473244794158,-0.4104468660080117,3
10,9,0.6378947789023223,-0.3333284282176448,20
10,10,0.6329124793551062,-0.4503688960818234,5
