k,Cluster,Frequency,Damping,Size
1,1,0.637278540814505,-0.3309915175275658,114
2,1,0.13255246001234638,-0.2174296640950304,24
2,2,0.640271520665836,-0.3363102840606058,90
3,1,0.637278540814505,-0.3309915175275658,69
3,2,0.9765349581806844,-0.4378564542372296,21
3,3,0.13255246001234638,-0.2174296640950304,24
4,1,0.2662369173022118,-0.7006629802344142,7
4,2,0.9765349581806844,-0.4378564542372296,19
4,3,0.13255246001234638,-0.2174296640950304,23
4,4,0.6381960167512969,-0.3280422737175525,65
5,1,0.6361833983880109,-0.3427641701157691,39
5,2,0.2662369173022118,-0.7006629802344142,7
5,3,0.6298602381548155,-0.2861930454318376,26
5,4,0.9765349581806844,-0.4378564542372296,19
5,5,0.13255246001234638,-0.2174296640950304,23
6,1,0.3203300833482374,-1.086279333669942,2
6,2,0.6361833983880109,-0.3427641701157691,39
6,3,0.21584615124932738,-0.6850200717448566,5
6,4,0.6298602381548155,-0.2861930454318376,26
6,5,0.9765349581806844,-0.4378564542372296,19
6,6,0.13255246001234638,-0.2174296640950304,23
7,1,0.3203300833482374,-1.086279333669942,2
7,2,0.6361833983880109,-0.3427641701157691,39
7,3,0.21584615124932738,-0.6850200717448566,5
7,4,1.1268962744484623,-0.2511114608401484,3
7,5,0.6298602381548155,-0.2861930454318376,25
7,6,0.9765349581806844,-0.4378564542372296,17
7,7,0.13255246001234638,-0.2174296640950304,23
8,1,0.3203300833482374,-1.086279333669942,2
8,2,0.1255667767789987,-0.3165969134625311,6
8,3,0.6361833983880109,-0.3427641701157691,39
8,4,0.2662369173022118,-0.7006629802344142,4
8,5,1.1268962744484623,-0.2511114608401484,3
8,6,0.6298602381548155,-0.2861930454318376,25
8,7,0.9765349581806844,-0.4378564542372296,17
8,8,0.13559560627026868,-0.204474775394033,18
9,1,0.3203300833482374,-1.086279333669942,2
9,2,0.6312282189622123,-0.3068647500598916,17
9,3,0.1255667767789987,-0.3165969134625311,6
9,4,0.630312135035023,-0.2549512245079467,11
9,5,0.6361833983880109,-0.3427641701157691,36
9,6,0.2662369173022118,-0.7006629802344142,4
9,7,1.1268962744484623,-0.2511114608401484,3
9,8,0.9765349581806844,-0.4378564542372296,17
9,9,0.13559560627026868,-0.204474775394033,18
10,1,0.6387451435841595,-0.3440769287322238,37
10,2,0.3203300833482374,-1.086279333669942,2
10,3,0.6312282189622123,-0.3068647500598916,17
10,4,0.630312135035023,-0.2549512245079467,11
10,5,1.2926854351087993,-0.472696185025885,2
10,6,0.21584615124932738,-0.6850200717448566,5
10,7,0.9684263396653406,-0.4475772688693316,14
10,8,1.1268962744484623,-0.2511114608401484,3
10,9,0.15831234569098873,-0.2919145263209679,8
10,10,0.1339310351679721,-0.2003649221671986,15
