k,Cluster,Frequency,Damping,Size
1,1,0.6085306485837642,-0.3794974459828156,281
2,1,0.9572246980913843,-0.5635911014872856,56
2,2,0.5217445740396454,-0.3336785806128142,225
3,1,0.9516843799504204,-0.572385015577334,54
3,2,0.1534048116385257,-0.30769122516201897,58
3,3,0.6550809269803581,-0.3425082865124145,169
4,1,0.18999011055683485,-0.5791657946687189,17
4,2,0.6541719947048321,-0.3431465753529965,169
4,3,1.0021759110220017,-0.5635395000077917,50
4,4,0.15785372703010703,-0.23609372392793285,45
5,1,0.6376187608655837,-0.3482192937644859,163
5,2,1.0134485820926524,-0.4210569005844145,37
5,3,0.15785372703010703,-0.23609372392793285,45
5,4,0.18999011055683485,-0.5791657946687189,17
5,5,1.0123372156683395,-0.7278892647269182,19
6,1,0.17063451111956335,-0.5835406610661878,16
6,2,0.6414458355442775,-0.3181696700868936,118
6,3,1.0210426808956525,-0.426324797194587,35
6,4,0.15785372703010703,-0.23609372392793285,45
6,5,1.0123372156683395,-0.7278892647269182,19
6,6,0.6354590173853932,-0.4246381076141617,48
7,1,1.0123372156683395,-0.7278892647269182,19
7,2,0.6384110681938998,-0.31929652693407523,117
7,3,0.6354590173853932,-0.4246381076141617,48
7,4,0.15785372703010703,-0.23609372392793285,45
7,5,1.0078553101117929,-0.4605625979425259,30
7,6,0.17063451111956335,-0.5835406610661878,16
7,7,1.08289135725542,-0.2151362304169015,6
8,1,0.17140128630456225,-0.591760065814361,15
8,2,0.6384110681938998,-0.31929652693407523,117
8,3,1.0078553101117929,-0.4605625979425259,30
8,4,0.14934015356814218,-0.18651815106325034,30
8,5,1.0123372156683395,-0.7278892647269182,19
8,6,1.08289135725542,-0.2151362304169015,6
8,7,0.6354590173853932,-0.4246381076141617,48
8,8,0.1738966245409459,-0.34305766466894105,16
9,1,0.6410887620744427,-0.3406176534342357,91
9,2,0.17488087395403695,-0.33524486965729783,15
9,3,1.0078553101117929,-0.4605625979425259,30
9,4,1.0123372156683395,-0.7278892647269182,19
9,5,1.08289135725542,-0.2151362304169015,6
9,6,0.17063451111956335,-0.5835406610661878,16
9,7,0.14934015356814218,-0.18651815106325034,30
9,8,0.6337493835119821,-0.43215809116679016,41
9,9,0.6325250224369575,-0.2735040792852339,33
10,1,0.6374076495839445,-0.33274790089475664,103
10,2,0.9925768528929222,-0.7157780375843523,18
10,3,0.1738966245409459,-0.34305766466894105,16
10,4,0.17140128630456225,-0.591760065814361,15
10,5,1.0078553101117929,-0.4605625979425259,30
10,6,0.14934015356814218,-0.18651815106325034,30
10,7,0.6352326520977601,-0.42782506285671873,45
10,8,1.08289135725542,-0.2151362304169015,6
10,9,0.6445688565670388,-0.24795065859142876,17
10,10,1.3680237456258475,-0.9458913532931058,1
