k,Cluster,Frequency,Damping,Size
1,1,0.6376923383186496,-0.3442376536512896,276
2,1,0.6349563599772393,-0.3346268275852518,222
2,2,0.9841160482512024,-0.4992226923752441,54
3,1,0.638263444493925,-0.3379153620727925,171
3,2,0.9841160482512024,-0.4992226923752441,54
3,3,0.1562992537314039,-0.2664710928818426,51
4,1,0.984901632453312,-0.4495523807072822,37
4,2,0.638263444493925,-0.3379153620727925,167
4,3,0.9930666259193144,-0.7379371015389738,21
4,4,0.1562992537314039,-0.2664710928818426,51
5,1,0.984901632453312,-0.4495523807072822,37
5,2,0.638263444493925,-0.3379153620727925,167
5,3,0.9930666259193144,-0.7379371015389738,20
5,4,0.1689842416557759,-0.5676296704521901,20
5,5,0.13108758089578254,-0.2158433768146444,32
6,1,0.984901632453312,-0.4495523807072822,36
6,2,0.6290752091833913,-0.4182629037908941,36
6,3,0.6388964824662529,-0.3326192058946159,133
6,4,0.9930666259193144,-0.7379371015389738,20
6,5,0.1689842416557759,-0.5676296704521901,19
6,6,0.13108758089578254,-0.2158433768146444,32
7,1,0.984901632453312,-0.4495523807072822,36
7,2,0.6290752091833913,-0.4182629037908941,34
7,3,0.10993380200532876,-0.6170259306318862,11
7,4,0.6388964824662529,-0.3326192058946159,133
7,5,0.9930666259193144,-0.7379371015389738,20
7,6,0.136454049205252,-0.20776447512642762,26
7,7,0.2157036637834694,-0.3988365707556159,16
8,1,0.984901632453312,-0.4495523807072822,34
8,2,0.6290752091833913,-0.4182629037908941,34
8,3,0.6369924435366607,-0.3360653779256089,112
8,4,0.10993380200532876,-0.6170259306318862,11
8,5,0.9930666259193144,-0.7379371015389738,20
8,6,0.6432703911142417,-0.2493217324937362,23
8,7,0.136454049205252,-0.20776447512642762,26
8,8,0.2157036637834694,-0.3988365707556159,16
9,1,1.0962609799810266,-0.2147408208122633,6
9,2,0.9856057143620938,-0.4507448243581048,31
9,3,0.6290752091833913,-0.4182629037908941,34
9,4,0.6369924435366607,-0.3360653779256089,112
9,5,0.10993380200532876,-0.6170259306318862,11
9,6,0.9930666259193144,-0.7379371015389738,20
9,7,0.6426566807012666,-0.250235646054436,20
9,8,0.136454049205252,-0.20776447512642762,26
9,9,0.2157036637834694,-0.3988365707556159,16
10,1,0.6289570353548598,-0.4514157865095355,18
10,2,1.0962609799810266,-0.2147408208122633,6
10,3,0.9856057143620938,-0.4507448243581048,31
10,4,0.10993380200532876,-0.6170259306318862,11
10,5,0.6388964824662529,-0.3326192058946159,87
10,6,0.9930666259193144,-0.7379371015389738,20
10,7,0.6426566807012666,-0.250235646054436,20
10,8,0.6362541533621778,-0.3680940702684049,41
10,9,0.136454049205252,-0.20776447512642762,26
10,10,0.2157036637834694,-0.3988365707556159,16
