Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g1,Voltage,Order 6,0.6397979070787576,-0.3345787038874577,2.010527223891454e-05,1.7932401423615505
load03,g1,Voltage,Tau 0.1,0.6397979070787576,-0.3345787038874577,2.010527223891454e-05,1.7932401423615505
load03,g1,Voltage,Tau 0.01,0.6397979070787576,-0.3345787038874577,2.010527223891454e-05,1.7932401423615505
load03,g1,Current,Order 4,0.289801965856215,-0.2239348679260758,5.244632596299003e-05,-2.6279309199876497
load03,g1,Current,Order 6,0.6386675077826652,-0.3429381352991038,0.0001682465774267,2.0354220251394
load03,g1,Current,Tau 0.1,0.6386675077826652,-0.3429381352991038,0.0001682465774267,2.0354220251394
load03,g1,Current,Tau 0.01,0.6386675077826652,-0.3429381352991038,0.0001682465774267,2.0354220251394
load03,g1,Active Power,Order 4,0.288141869714824,-0.2024770084084653,0.5194281835819321,-2.5508266484434947
load03,g1,Active Power,Order 6,0.6405859513814542,-0.3403144555994221,1.8108770675558248,2.012614331557405
load03,g1,Active Power,Tau 0.1,0.6405859513814542,-0.3403144555994221,1.8108770675558248,2.012614331557405
load03,g1,Active Power,Tau 0.01,0.6405859513814542,-0.3403144555994221,1.8108770675558248,2.012614331557405
load03,g1,Reactive Power,Order 4,0.6132244291968358,-0.4843516620571578,0.4727525559911046,-1.0668619983417509
load03,g1,Reactive Power,Order 6,0.6361272855210928,-0.3589014714406631,0.3635166378938411,-1.1794479220207958
load03,g1,Reactive Power,Tau 1,0.6361272855210928,-0.3589014714406631,0.3635166378938411,-1.1794479220207958
load03,g1,Reactive Power,Tau 0.1,0.6356862964334133,-0.3078271493194345,0.3361757857263267,-1.1579896476287057
load03,g1,Reactive Power,Tau 0.1,0.1362774209969598,-0.2027391452016506,0.043868518804869,-0.0386292901651522
load03,g1,Reactive Power,Tau 0.01,0.9757619586114078,-0.471257861608731,0.0345766798385829,2.0847838541694625
load03,g1,Reactive Power,Tau 0.01,0.6362552925406627,-0.3258530001184599,0.3465506718833643,-1.1355136577950398
load03,g1,Reactive Power,Tau 0.01,0.1362021340763119,-0.172216026982562,0.0342006122855305,-0.1670855148447304
load03,g2,Voltage,Order 4,0.6380656048158551,-0.3531302875117879,7.22317772818647e-05,1.8287277883579425
load03,g2,Voltage,Order 6,0.6456567762389342,-0.4762181869597243,9.102083080377494e-05,1.793603818348033
load03,g2,Voltage,Order 6,0.118613605048347,-0.5662730978813513,6.522532830398904e-05,1.9532964692802344
load03,g2,Voltage,Tau 1,0.6456567762389342,-0.4762181869597243,9.102083080377494e-05,1.793603818348033
load03,g2,Voltage,Tau 1,0.118613605048347,-0.5662730978813513,6.522532830398904e-05,1.9532964692802344
load03,g2,Voltage,Tau 0.1,0.6456567762389342,-0.4762181869597243,9.102083080377494e-05,1.793603818348033
load03,g2,Voltage,Tau 0.1,0.118613605048347,-0.5662730978813513,6.522532830398904e-05,1.9532964692802344
load03,g2,Voltage,Tau 0.01,1.0992084220375506,-0.3010439559118427,6.094008497507462e-06,-3.093719248053338
load03,g2,Voltage,Tau 0.01,1.0030678456389488,-0.4771921232706586,1.1146289316148798e-05,1.34422573908317
load03,g2,Voltage,Tau 0.01,0.6527982819866136,-0.3837754223399014,8.013989651936517e-05,1.6755660364306868
load03,g2,Voltage,Tau 0.01,0.1326071814069962,-0.1718730651819216,1.3972363569188255e-05,-2.628061847548232
load03,g2,Voltage,Tau 0.01,0.1009508509363682,-0.3108889829816698,4.88838715863187e-05,1.960628465847007
load03,g2,Current,Order 4,0.2369136117346406,-0.3693322744577725,0.0001701753140529,0.7676375136139362
load03,g2,Current,Order 6,0.6316181563348054,-0.393625696730861,0.0002723385618298,-0.809400150587455
load03,g2,Current,Tau 1,0.6283781881778333,-0.4344266739919443,0.0003153221699491,-0.8289260229819087
load03,g2,Current,Tau 0.1,0.9739394935725983,-0.4302390807083076,0.0001048758025761,-1.423920345682241
load03,g2,Current,Tau 0.1,0.6378165620267047,-0.3403543444305265,0.0002435547269885,-1.00599162350517
load03,g2,Current,Tau 0.01,1.099660392541545,-0.2046010761513507,1.898817475459124e-05,-0.0591605315821709
load03,g2,Current,Tau 0.01,0.9845384303424918,-0.4319463180856467,0.0001245478741558,-1.55956395276707
load03,g2,Current,Tau 0.01,0.6405799369432822,-0.3456783422450003,0.0002511027143404,-1.0545184125227312
load03,g2,Active Power,Order 4,0.1750541111773917,-0.3757372276668187,0.1632294058476513,1.466191103454602
load03,g2,Active Power,Order 6,0.640017781796646,-0.446912855939613,0.1583450571691649,-0.7951570690986158
load03,g2,Active Power,Tau 0.1,0.638729150047857,-0.5302010323023613,0.1660748534517587,-0.7451445639928771
load03,g2,Active Power,Tau 0.01,1.0962489042124617,-0.1844931419111118,0.0090460604972093,-0.0006189702063325
load03,g2,Active Power,Tau 0.01,0.9827791930301368,-0.4360442151534356,0.0850521012584476,-1.5674721295096057
load03,g2,Active Power,Tau 0.01,0.6377214516890151,-0.3390988509978246,0.1210191423835928,-0.9527710966862404
load03,g2,Reactive Power,Order 6,0.6356636396773101,-0.2996344628445385,0.0378194084933267,-0.6431610160505735
load03,g2,Reactive Power,Tau 0.1,0.6356636396773101,-0.2996344628445385,0.0378194084933267,-0.6431610160505735
load03,g2,Reactive Power,Tau 0.01,0.6380223309295773,-0.2937211440676217,0.0345585813645801,-0.6653851445525828
load03,g3,Voltage,Order 2,0.6498843574572373,-0.2399691612998325,6.212545360597221e-05,1.7149632842136384
load03,g3,Voltage,Order 4,0.6404459290881507,-0.3931827787880204,7.939100055949025e-05,1.79941235794354
