Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase,Reference_Mode,Reference_Frequency,Reference_Damping,Distance_to_Reference
load03,g1,Voltage,Order 6,0.6407230602220587,-0.3287422675432347,2.5339092632797587e-05,1.48193165777116,Mode 1,0.6062,-0.08,0.251126576350744
load03,g1,Voltage,Tau 0.1,0.6407230602220587,-0.3287422675432347,2.5339092632797587e-05,1.48193165777116,Mode 1,0.6062,-0.08,0.251126576350744
load03,g1,Voltage,Tau 0.01,0.6407230602220587,-0.3287422675432347,2.5339092632797587e-05,1.48193165777116,Mode 1,0.6062,-0.08,0.251126576350744
load03,g1,Current,Order 4,0.2871668837394123,-0.1563943039934667,3.932274130744844e-05,-2.447552046609992,Mode 1,0.6062,-0.08,0.328052158891826
load03,g1,Current,Order 6,0.6367286647944832,-0.3299266497825402,0.0001740369236428,1.6481402113650916,Mode 1,0.6062,-0.08,0.2517842918961753
load03,g1,Current,Tau 0.1,0.6367286647944832,-0.3299266497825402,0.0001740369236428,1.6481402113650916,Mode 1,0.6062,-0.08,0.2517842918961753
load03,g1,Current,Tau 0.01,0.6367286647944832,-0.3299266497825402,0.0001740369236428,1.6481402113650916,Mode 1,0.6062,-0.08,0.2517842918961753
load03,g1,Active Power,Order 4,0.2798641081462775,-0.1398947093804912,0.3498012574205118,-2.60743542767938,Mode 1,0.6062,-0.08,0.3317868148732525
load03,g1,Active Power,Order 6,0.6373593470621671,-0.3297177118115678,1.8309803075971864,1.633476869067633,Mode 1,0.6062,-0.08,0.2516542081939934
load03,g1,Active Power,Tau 0.1,0.6373593470621671,-0.3297177118115678,1.8309803075971864,1.633476869067633,Mode 1,0.6062,-0.08,0.2516542081939934
load03,g1,Active Power,Tau 0.01,0.6373593470621671,-0.3297177118115678,1.8309803075971864,1.633476869067633,Mode 1,0.6062,-0.08,0.2516542081939934
load03,g1,Reactive Power,Order 4,0.5924024611122264,-0.3855184404144031,0.4190257296353941,-1.232586981440059,Mode 1,0.6062,-0.08,0.30582983751198767
load03,g1,Reactive Power,Order 6,0.6277953932251306,-0.3201421634560671,0.3482976580180317,-1.4980038661006756,Mode 1,0.6062,-0.08,0.24111121848206993
load03,g1,Reactive Power,Tau 1,0.6277953932251306,-0.3201421634560671,0.3482976580180317,-1.4980038661006756,Mode 1,0.6062,-0.08,0.24111121848206993
load03,g1,Reactive Power,Tau 0.1,0.6479071120222948,-0.3670386976078493,0.3882728855621154,-1.680990195453148,Mode 1,0.6062,-0.08,0.2900529212361954
load03,g1,Reactive Power,Tau 0.1,0.1401323543642912,-0.1964117385651171,0.051511031212867,-0.6287196585850011,Mode 1,0.6062,-0.08,0.48038603558405585
load03,g1,Reactive Power,Tau 0.01,0.9711889925383036,-0.3845335866015617,0.0225846009494375,1.2700483649517995,Mode 3,1.0312,-0.2558,0.14203400063319188
load03,g1,Reactive Power,Tau 0.01,0.642048631971243,-0.3463221108316274,0.3757603628470221,-1.6123923139003435,Mode 1,0.6062,-0.08,0.26872400550011016
load03,g1,Reactive Power,Tau 0.01,0.136475947576191,-0.1943097701809387,0.0449664098875178,-0.3944813397810003,Mode 1,0.6062,-0.08,0.48343294155887256
load03,g8,Voltage,Order 6,0.6473526138106982,-0.293196556574279,4.767424999230991e-05,1.0496928988557432,Mode 1,0.6062,-0.08,0.2171320090603461
load03,g8,Voltage,Tau 0.1,0.6473526138106982,-0.293196556574279,4.767424999230991e-05,1.0496928988557432,Mode 1,0.6062,-0.08,0.2171320090603461
