Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g2,Voltage,Order 2,0.5548255151698452,-0.15204125815388217,2.0791848469837488e-05,-0.48323753563934363
load03,g2,Voltage,Order 4,0.6286034625508883,-0.24667909557076018,4.962771587820782e-05,-1.4548700101796552
load03,g2,Voltage,Order 4,2.9698620663813035e-20,-0.03374436673390848,4.952531566081153e-06,-1.2314181421879762e-14
load03,g2,Voltage,Order 6,0.6449067259724893,-0.42809671725881837,6.468161564565133e-05,-1.6742326228481776
load03,g2,Voltage,Order 6,0.10697180030467157,-0.4490188811783304,4.1727762597415685e-05,2.6907001381701035
load03,g2,Voltage,Order 6,0.011947215115382628,0.016858628528120315,1.5222232947663992e-06,-1.0782169400721335
load03,g2,Voltage,Tau 1,0.6449067259724893,-0.42809671725881837,6.468161564565133e-05,-1.6742326228481776
load03,g2,Voltage,Tau 1,0.10697180030467157,-0.4490188811783304,4.1727762597415685e-05,2.6907001381701035
load03,g2,Voltage,Tau 1,0.011947215115382628,0.016858628528120315,1.5222232947663992e-06,-1.0782169400721335
load03,g2,Voltage,Tau 0.1,0.6449067259724893,-0.42809671725881837,6.468161564565133e-05,-1.6742326228481776
load03,g2,Voltage,Tau 0.1,0.10697180030467157,-0.4490188811783304,4.1727762597415685e-05,2.6907001381701035
load03,g2,Voltage,Tau 0.1,0.011947215115382628,0.016858628528120315,1.5222232947663992e-06,-1.0782169400721335
load03,g2,Voltage,Tau 0.01,0.6449067259724893,-0.42809671725881837,6.468161564565133e-05,-1.6742326228481776
load03,g2,Voltage,Tau 0.01,0.10697180030467157,-0.4490188811783304,4.1727762597415685e-05,2.6907001381701035
load03,g2,Voltage,Tau 0.01,0.011947215115382628,0.016858628528120315,1.5222232947663992e-06,-1.0782169400721335
load03,g2,Current,Order 2,0.021045520460047307,-0.12432142316211293,0.0005629918617288794,-2.291615467905437
load03,g2,Current,Order 4,0.02139232996799248,-0.036523808649863924,0.0001372984347698388,-2.1786820620725136
load03,g2,Current,Order 4,2.1585321046774466e-15,0.028391891992123594,1.6087969790488525e-06,-8.002812639465061e-14
load03,g2,Current,Order 6,0.6354825967482041,-0.2226466883193401,0.00012408183073747903,1.905219932015689
load03,g2,Current,Order 6,7.320560068320663e-16,-0.9697336490926417,0.0004463173120347367,-3.1415926535895733
load03,g2,Current,Order 6,0.017046798237421803,-0.09197985385032235,0.00040717756752711183,-2.1477060512794153
load03,g2,Current,Tau 1,0.013796038800443866,-0.018334795569528883,0.00010084458933578463,-1.1166385923354423
load03,g2,Current,Tau 0.1,0.6272870735146374,-0.2804538847959407,0.0001498412116169121,2.031531735395998
load03,g2,Current,Tau 0.1,5.252362621865491e-16,-0.07469367640985441,0.0007246622838375113,-9.51082709689386e-14
load03,g2,Current,Tau 0.1,6.85300978594274e-17,0.028512339194598894,2.8408740502215566e-05,3.1415926535897802
load03,g2,Current,Tau 0.01,1.093777642268291,-0.23306567132580752,1.5212415576717035e-05,-1.3760071267919995
load03,g2,Current,Tau 0.01,0.9859011102394117,-0.450546292289799,8.705704972581955e-05,2.736514001982459
load03,g2,Current,Tau 0.01,0.6369121383704061,-0.3246846533640372,0.00018277379148221249,1.807577453028354
load03,g2,Current,Tau 0.01,5.018073356013962e-16,-0.6654130058632135,0.00012227887410825358,1.0542221471188996e-12
load03,g2,Current,Tau 0.01,3.404574742388175e-15,-0.16674114530192288,0.003445439899914627,-3.1415926535886634
load03,g2,Current,Tau 0.01,2.6020236670062036e-15,0.0017716322810271135,7.289753985390734e-05,3.141592653588769
load03,g2,Reactive Power,Order 2,0.015871663946139696,-0.16025935802930663,0.4572851726885803,-2.0530554508972756
load03,g2,Reactive Power,Order 4,0.0169849182654015,-0.07893333357254217,0.12698649500080023,-1.838276204665606
load03,g2,Reactive Power,Order 6,0.642065743097902,-0.2986211783094162,0.028222541222516842,2.032404891765415
load03,g2,Reactive Power,Order 6,0.03542458205370569,-0.4854415247281396,0.4475992327336376,2.1879582119512193
load03,g2,Reactive Power,Order 6,0.007766755447322302,-0.016784574748909636,0.056942477026313616,0.050675589542363314
load03,g2,Reactive Power,Tau 1,3.486342451226827e-15,-0.21854100210911048,1.1984684745283098,-3.1415926535894374
load03,g2,Reactive Power,Tau 0.1,0.642065743097902,-0.2986211783094162,0.028222541222516842,2.032404891765415
load03,g2,Reactive Power,Tau 0.1,0.03542458205370569,-0.4854415247281396,0.4475992327336376,2.1879582119512193
load03,g2,Reactive Power,Tau 0.1,0.007766755447322302,-0.016784574748909636,0.056942477026313616,0.050675589542363314
load03,g2,Reactive Power,Tau 0.01,0.6412300537575029,-0.31704741101942524,0.03135159020856837,2.0601880231748284
load03,g2,Reactive Power,Tau 0.01,0.07897815230119241,-0.12851069452392558,0.021305386220377507,-1.8537638953093212
load03,g2,Reactive Power,Tau 0.01,9.09354518287347e-15,-0.46293980678383845,2.321956073728136,3.14159265358951
load03,g2,Reactive Power,Tau 0.01,4.242670593691194e-15,0.006945354667909184,0.0392680931952129,3.141592653587389
load03,g3,Voltage,Order 2,0.6306894304654393,-0.3649941177863166,5.786294035342769e-05,-1.5660754382798618
load03,g3,Voltage,Order 4,0.6369066927348157,-0.36147409012888115,5.707888036655509e-05,-1.625042856804188
load03,g3,Voltage,Order 4,0.03216946537877591,-0.0371582586435803,3.411817429208059e-06,0.6645360331068431
load03,g3,Voltage,Order 6,0.6314916471133151,-0.2805584278302955,5.212319259996104e-05,-1.5490413036483892
load03,g3,Voltage,Order 6,0.12457885455120091,-0.20062656940843068,8.627690851613454e-06,-2.5538930968907163
load03,g3,Voltage,Order 6,0.02476875404818987,-0.061265277618829043,5.606731576311986e-06,1.1409588423061086
load03,g3,Voltage,Tau 1,0.6306894304654393,-0.3649941177863166,5.786294035342769e-05,-1.5660754382798618
load03,g3,Voltage,Tau 0.1,1.0327003947513453,-0.036976932385568984,2.6262012051309647e-07,-2.033369664453404
load03,g3,Voltage,Tau 0.1,0.6359646125198829,-0.33686943461575636,5.767233624147066e-05,-1.6069746299649148
load03,g3,Voltage,Tau 0.1,0.14869194067641434,-0.1804546403228942,6.97659768216375e-06,-3.1302289149607962
load03,g3,Voltage,Tau 0.1,0.0628454114454114,-0.122651969232282,3.983974481833984e-06,-1.006931476066734
load03,g3,Voltage,Tau 0.1,0.022678315695342267,-0.042460927723926206,3.662451307957354e-06,1.54813863025493
load03,g3,Voltage,Tau 0.01,1.0327003947513453,-0.036976932385568984,2.6262012051309647e-07,-2.033369664453404
load03,g3,Voltage,Tau 0.01,0.6359646125198829,-0.33686943461575636,5.767233624147066e-05,-1.6069746299649148
load03,g3,Voltage,Tau 0.01,0.14869194067641434,-0.1804546403228942,6.97659768216375e-06,-3.1302289149607962
load03,g3,Voltage,Tau 0.01,0.0628454114454114,-0.122651969232282,3.983974481833984e-06,-1.006931476066734
load03,g3,Voltage,Tau 0.01,0.022678315695342267,-0.042460927723926206,3.662451307957354e-06,1.54813863025493
load03,g3,Current,Order 2,0.025302592829537774,-0.09405080607616649,0.0003468043648540032,-2.521763759653043
load03,g3,Current,Order 4,0.2996465799992384,-0.24734277094567345,7.660431037672954e-05,3.000031481125392
load03,g3,Current,Order 4,0.02208730417012233,-0.0831002023366969,0.00033722214213763497,-2.4332222172216342
load03,g3,Current,Order 6,0.6359206599803638,-0.24470035342389893,0.0001569225037195107,1.878139516419619
load03,g3,Current,Order 6,0.014999068580704041,-0.10375078347354949,0.0004677350082859536,-2.0816076121323315
load03,g3,Current,Tau 1,0.6325940866425797,-0.28339738331996345,0.0001666462005865039,1.9360722753081405
load03,g3,Current,Tau 1,2.5441756428331248e-15,-0.06291275280928753,0.00042621809502479507,-1.6974916613632834e-13
load03,g3,Current,Tau 0.1,0.6325940866425797,-0.28339738331996345,0.0001666462005865039,1.9360722753081405
load03,g3,Current,Tau 0.1,2.5441756428331248e-15,-0.06291275280928753,0.00042621809502479507,-1.6974916613632834e-13
load03,g3,Current,Tau 0.01,1.0948956478880276,-0.2619439255642271,1.6414536348252502e-05,-1.338015342997943
load03,g3,Current,Tau 0.01,0.9857702574242063,-0.4803407547028531,8.491167341096272e-05,2.7498129657830512
