Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase,Reference_Mode,Reference_Frequency,Reference_Damping,Distance_to_Reference
load03,g1,Voltage,Order 6,0.635480181829314,-0.3478123687409419,3.294945932073991e-05,-2.5099077387979403,Mode 1,0.6062,-0.08,0.26940822908477
load03,g1,Voltage,Tau 0.1,0.635480181829314,-0.3478123687409419,3.294945932073991e-05,-2.5099077387979403,Mode 1,0.6062,-0.08,0.26940822908477
load03,g1,Voltage,Tau 0.01,0.635480181829314,-0.3478123687409419,3.294945932073991e-05,-2.5099077387979403,Mode 1,0.6062,-0.08,0.26940822908477
load03,g1,Current,Order 4,0.5525533542013039,-0.34542646698899,0.0001903866891314,-1.724374178305522,Mode 1,0.6062,-0.08,0.2707935966445812
load03,g1,Current,Order 6,0.6349023379979924,-0.3387129183150782,0.0002446817870692,-2.348964747663256,Mode 1,0.6062,-0.08,0.26030020804766046
load03,g1,Current,Tau 1,0.6385459684944297,-0.3266543501691259,0.0002399752954942,-2.3871874406614277,Mode 1,0.6062,-0.08,0.248766215823605
load03,g1,Current,Tau 0.1,0.6349023379979924,-0.3387129183150782,0.0002446817870692,-2.348964747663256,Mode 1,0.6062,-0.08,0.26030020804766046
load03,g1,Current,Tau 0.01,1.0021087807475788,-0.3399325437028673,8.921711937110674e-06,0.1952143053547613,Mode 3,1.0312,-0.2558,0.08902013225954737
load03,g1,Current,Tau 0.01,0.6357416770510714,-0.3339215858470574,0.0002458579109784,-2.3367996274656813,Mode 1,0.6062,-0.08,0.25563427477956535
load03,g1,Active Power,Order 4,0.5474163954280865,-0.3444463498822758,2.013165468308625,-1.687388367981314,Mode 1,0.6062,-0.08,0.27090105967405537
load03,g1,Active Power,Order 6,0.6368071335924143,-0.3297474099683319,2.5818647264218484,-2.353493722635158,Mode 1,0.6062,-0.08,0.2516159085046769
load03,g1,Active Power,Tau 1,0.6406764261857621,-0.3383661444936047,2.578992619479397,-2.4190307933417743,Mode 1,0.6062,-0.08,0.26065626519044677
load03,g1,Active Power,Tau 0.1,0.6368071335924143,-0.3297474099683319,2.5818647264218484,-2.353493722635158,Mode 1,0.6062,-0.08,0.2516159085046769
load03,g1,Active Power,Tau 0.01,0.6412808839045405,-0.3316826495054892,2.586123475157927,-2.430446023250126,Mode 1,0.6062,-0.08,0.2541157698326233
load03,g1,Active Power,Tau 0.01,0.1044297100795004,-0.4929444421701079,1.718220861726062,2.802081385358232,Mode 1,0.6062,-0.08,0.649843470511233
load03,g1,Reactive Power,Order 4,0.6061822436913326,-0.3589752934770019,0.5084054773323253,1.0697764427801704,Mode 1,0.6062,-0.08,0.2789752940420815
load03,g1,Reactive Power,Order 6,0.6221514911575189,-0.2975372305243719,0.4803181320816179,0.9063005808864348,Mode 1,0.6062,-0.08,0.21812128904433453
load03,g1,Reactive Power,Order 6,0.1245218084970001,-0.476181607506736,0.4100126678791619,-1.3066144549019063,Mode 1,0.6062,-0.08,0.6236775980394212
load03,g1,Reactive Power,Tau 1,0.6221514911575189,-0.2975372305243719,0.4803181320816179,0.9063005808864348,Mode 1,0.6062,-0.08,0.21812128904433453
load03,g1,Reactive Power,Tau 1,0.1245218084970001,-0.476181607506736,0.4100126678791619,-1.3066144549019063,Mode 1,0.6062,-0.08,0.6236775980394212
load03,g1,Reactive Power,Tau 0.1,0.6479028717115316,-0.3401672822069573,0.5079907056505625,0.6561297245384937,Mode 1,0.6062,-0.08,0.2634884138628168
load03,g1,Reactive Power,Tau 0.01,0.9908490215575438,-0.3373366375595354,0.0367485748953135,1.3469430816335457,Mode 3,1.0312,-0.2558,0.0909748576573692
load03,g1,Reactive Power,Tau 0.01,0.6301465146422768,-0.3631669828637301,0.6115174765422037,0.886844713064305,Mode 1,0.6062,-0.08,0.28417771859817015
load03,g1,Reactive Power,Tau 0.01,0.5720940480543931,-0.9392290820138433,0.246231825083748,-1.5024965204787186,Mode 4,1.1211,-0.3373,0.814693902668806
load03,g1,Reactive Power,Tau 0.01,0.3487257648073493,-1.0743847373125566,0.2708252406142388,2.6245803530233545,Mode 1,0.6062,-0.08,1.0271776806318382
load03,g1,Reactive Power,Tau 0.01,0.1411711486769133,-0.189491601361765,0.0536270466688976,-1.6889606934637171,Mode 1,0.6062,-0.08,0.47774495636441117
load03,g8,Voltage,Order 4,0.3833631977317072,-0.2256716270214714,4.102767900613054e-05,-0.8653372688862287,Mode 1,0.6062,-0.08,0.2662263385997728
load03,g8,Voltage,Order 6,0.6040759892181756,-0.3447468255766309,8.07630860949187e-05,-2.1198118516434383,Mode 1,0.6062,-0.08,0.26475534569618103
load03,g8,Voltage,Tau 1,0.626207850904887,-0.3321553322031588,7.500970002442234e-05,-2.4872615565763314,Mode 1,0.6062,-0.08,0.2529478714208079
load03,g8,Voltage,Tau 1,0.1374672627148086,-0.3472418117517235,9.99659277923294e-05,1.95548475792494,Mode 1,0.6062,-0.08,0.5395633094931602
load03,g8,Voltage,Tau 0.1,0.626207850904887,-0.3321553322031588,7.500970002442234e-05,-2.4872615565763314,Mode 1,0.6062,-0.08,0.2529478714208079
load03,g8,Voltage,Tau 0.1,0.1374672627148086,-0.3472418117517235,9.99659277923294e-05,1.95548475792494,Mode 1,0.6062,-0.08,0.5395633094931602
load03,g8,Voltage,Tau 0.01,0.626207850904887,-0.3321553322031588,7.500970002442234e-05,-2.4872615565763314,Mode 1,0.6062,-0.08,0.2529478714208079
load03,g8,Voltage,Tau 0.01,0.1374672627148086,-0.3472418117517235,9.99659277923294e-05,1.95548475792494,Mode 1,0.6062,-0.08,0.5395633094931602
load03,g8,Current,Order 6,0.630548095560439,-0.2411020294466891,0.0001622129311508,1.0561711207937934,Mode 1,0.6062,-0.08,0.1629315612435545
load03,g8,Current,Tau 1,0.6228889454676658,-0.2648935258381518,0.0001807949664906,1.2056252211485232,Mode 1,0.6062,-0.08,0.18564519061286242
load03,g8,Current,Tau 0.1,0.6228889454676658,-0.2648935258381518,0.0001807949664906,1.2056252211485232,Mode 1,0.6062,-0.08,0.18564519061286242
load03,g8,Current,Tau 0.01,1.3764824326233511,-0.8474548418404312,0.0001927126490911,2.170086572010385,Mode 7,1.4953,-0.7033,0.18681068690881747
load03,g8,Current,Tau 0.01,1.041452934699094,-0.6772017886115311,0.0001922100071707,1.1110139297433652,Mode 4,1.1211,-0.3373,0.34910869498247216
load03,g8,Current,Tau 0.01,0.6403485587914833,-0.3286349732585633,0.0002374406354293,0.779623036520558,Mode 1,0.6062,-0.08,0.25096906979710043
load03,g8,Current,Tau 0.01,0.1070493268503859,-0.1006631074017273,1.2390987412697462e-05,1.6173061150370032,Mode 1,0.6062,-0.08,0.4995781805815864
load03,g8,Active Power,Order 6,0.6356767614795991,-0.1936409464770353,0.0740860902293856,1.0842308627574562,Mode 1,0.6062,-0.08,0.11740163620461846
load03,g8,Active Power,Tau 0.01,1.3750168400626042,-0.8739616734053328,0.135834413798067,2.1521017854364435,Mode 7,1.4953,-0.7033,0.20879043400987898
load03,g8,Active Power,Tau 0.01,1.0539965708597472,-0.6338395589920304,0.1118192887335658,1.0824115810253896,Mode 4,1.1211,-0.3373,0.30403713630010526
load03,g8,Active Power,Tau 0.01,0.6391505504386503,-0.3302763636094212,0.1298560917721404,0.8941977954323327,Mode 1,0.6062,-0.08,0.25243612450631003
load03,g8,Reactive Power,Order 6,0.6199222371308137,-0.3145927800193575,0.0657969214222877,1.2326648435669356,Mode 1,0.6062,-0.08,0.23499377061761642
load03,g8,Reactive Power,Tau 0.1,0.6242614523135118,-0.3203536024402582,0.0706254408879638,1.2248261338779922,Mode 1,0.6062,-0.08,0.24103126408348552
load03,g8,Reactive Power,Tau 0.01,0.98057410395529,-0.475447609882933,0.0306632550989435,1.3798414528338148,Mode 4,1.1211,-0.3373,0.19705910173228663
load03,g8,Reactive Power,Tau 0.01,0.6365262301414758,-0.3286198054020376,0.0746736987159475,0.9615369450709168,Mode 1,0.6062,-0.08,0.25046254784446476
load03,g8,Reactive Power,Tau 0.01,0.1504490185340076,-0.4829596075096801,0.0650799405054001,0.1292064113981574,Mode 1,0.6062,-0.08,0.6083464493128654
load03,g9,Voltage,Order 2,0.6009336437306152,-0.3882381427078977,0.0002052012495859,-1.936132530926163,Mode 1,0.6062,-0.08,0.308283128192852
load03,g9,Voltage,Order 4,0.9375062914446998,-0.4655809543582492,0.0001478985143436,-1.6733082002002384,Mode 4,1.1211,-0.3373,0.22397020576887394
load03,g9,Voltage,Order 4,0.6112005106807081,-0.3868852512830584,0.0002202473186198,-2.269397522751905,Mode 1,0.6062,-0.08,0.30692598873691646
load03,g9,Voltage,Order 6,0.9649144032998762,-0.3889433267110694,0.0001486708130053,-1.9041507931079424,Mode 3,1.0312,-0.2558,0.14873105182705462
load03,g9,Voltage,Order 6,0.629549476672001,-0.2884151687892053,0.0001824680015126,-2.3954340273813037,Mode 1,0.6062,-0.08,0.20971905169127877
load03,g9,Voltage,Tau 1,0.6009336437306152,-0.3882381427078977,0.0002052012495859,-1.936132530926163,Mode 1,0.6062,-0.08,0.308283128192852
load03,g9,Voltage,Tau 0.1,0.9838702326550144,-0.4749101420283687,0.0001746727906577,-2.204757467348552,Mode 4,1.1211,-0.3373,0.1943413497808088
load03,g9,Voltage,Tau 0.1,0.6496676608473989,-0.2596520857328078,0.000162010460637,-2.7836270403603094,Mode 1,0.6062,-0.08,0.1848358986985283
load03,g9,Voltage,Tau 0.1,0.2172694388513033,-0.6296462409933875,0.0001473378370557,1.439729057775482,Mode 1,0.6062,-0.08,0.6733334772856621
load03,g9,Voltage,Tau 0.01,1.1069320087196337,-0.2903456422805222,1.932458588030995e-05,0.8606135966363379,Mode 4,1.1211,-0.3373,0.04904532277158772
load03,g9,Voltage,Tau 0.01,0.9791461686031648,-0.5377938593579693,0.0001982091073745,-1.9448589127941225,Mode 4,1.1211,-0.3373,0.24565967900429708
load03,g9,Voltage,Tau 0.01,0.6297387393251033,-0.4100563332039593,0.0002293571725695,-2.508831943464264,Mode 1,0.6062,-0.08,0.3308946287522028
load03,g9,Voltage,Tau 0.01,0.217412911029842,-0.6534452390766154,0.0001251939988783,1.675683040367939,Mode 1,0.6062,-0.08,0.6928166011070507
load03,g9,Current,Order 6,0.965765982107467,-0.4412035773794496,0.0006194829731817,1.3999257303314816,Mode 4,1.1211,-0.3373,0.18688127382615152
load03,g9,Current,Order 6,0.6247155089662559,-0.3497485669274002,0.0005059473317377,0.931056135887104,Mode 1,0.6062,-0.08,0.27038327136061063
load03,g9,Current,Tau 0.1,0.9740704940603712,-0.4609489088808616,0.0006630137718102,1.3540093530056183,Mode 4,1.1211,-0.3373,0.1921112393491827
load03,g9,Current,Tau 0.1,0.6349852565366653,-0.3339012465907425,0.0004941813471004,0.8507835446196789,Mode 1,0.6062,-0.08,0.2555277558587612
load03,g9,Current,Tau 0.01,1.1215082618772647,-0.2449405143420984,3.245736159499762e-05,-2.705556355597035,Mode 3,1.0312,-0.2558,0.09095884009840281
load03,g9,Current,Tau 0.01,0.9820351129998836,-0.5041134599922028,0.0007340787616118,1.269895229224267,Mode 4,1.1211,-0.3373,0.2171768248016473
load03,g9,Current,Tau 0.01,0.6401822000421071,-0.3328143105433407,0.0004898692247163,0.7295943776330521,Mode 1,0.6062,-0.08,0.255087956468365
