k,Cluster,Frequency,Damping,Size
1,1,0.6063900384300048,-0.3774400802486109,280
2,1,0.9478495796164201,-0.5450869633765218,59
2,2,0.5152311563938125,-0.3326836725357297,221
3,1,0.9563486304826274,-0.5638028655292819,52
3,2,0.6569928038248035,-0.34692414828323764,169
3,3,0.15300505303242223,-0.3005981763088344,59
4,1,1.0109210303812828,-0.5328058813809254,52
4,2,0.6499074100074339,-0.3488751549496939,163
4,3,0.17663812380050548,-0.20334106040821268,43
4,4,0.16777136481550808,-0.5621363992477129,22
5,1,1.0140235774104216,-0.4270656112416361,39
5,2,0.17663812380050548,-0.20334106040821268,43
5,3,0.16777136481550808,-0.5621363992477129,22
5,4,0.6397559788138492,-0.3517478692313734,159
5,5,1.0138047800370573,-0.7052403554350615,17
6,1,1.0140235774104216,-0.4270656112416361,39
6,2,0.6380871390015673,-0.32530475634312306,123
6,3,0.167848291421261,-0.20457689900726386,42
6,4,0.16777136481550808,-0.5621363992477129,22
6,5,1.0356131167542322,-0.7110261805743455,16
6,6,0.6433464476447438,-0.4389349781589164,38
7,1,0.16956067621039667,-0.19293483733501735,39
7,2,0.6433464476447438,-0.4389349781589164,38
7,3,0.13728763927942966,-0.4842258145512874,20
7,4,0.2763958215680155,-0.7500511189326682,5
7,5,1.0356131167542322,-0.7110261805743455,16
7,6,0.6380871390015673,-0.32530475634312306,123
7,7,1.0140235774104216,-0.4270656112416361,39
8,1,0.6380871390015673,-0.32530475634312306,123
8,2,1.0068318680497692,-0.4459314094350176,36
8,3,0.16956067621039667,-0.19293483733501735,39
8,4,0.13728763927942966,-0.4842258145512874,20
8,5,1.0356131167542322,-0.7110261805743455,16
8,6,0.6433464476447438,-0.4389349781589164,38
8,7,0.2763958215680155,-0.7500511189326682,5
8,8,1.1003240897382485,-0.20067603292105793,3
9,1,1.0068318680497692,-0.4459314094350176,36
9,2,0.6376949232326404,-0.32789211856137024,121
9,3,0.14901977906143876,-0.25019621928053265,25
9,4,0.13582299518241775,-0.5068673640462553,17
9,5,1.0356131167542322,-0.7110261805743455,16
9,6,0.6433464476447438,-0.4389349781589164,38
9,7,1.0196983928823138,-0.1970327359483621,4
9,8,0.21499693593809804,-0.13826445086332384,18
9,9,0.2763958215680155,-0.7500511189326682,5
10,1,0.6468278826132122,-0.44329746206262116,35
10,2,0.1601109620803346,-0.25553606667222073,23
10,3,1.0356131167542322,-0.7110261805743455,16
10,4,0.13582299518241775,-0.5068673640462553,17
10,5,0.6357964113820933,-0.33932773388142123,104
10,6,1.0036624888556105,-0.4488093162421781,35
10,7,0.2763958215680155,-0.7500511189326682,5
10,8,0.6383556404011571,-0.2614205118888797,23
10,9,0.15860982306175336,-0.14381928643239916,18
10,10,1.1046831022650174,-0.23680819248689336,4
