k,Cluster,Frequency,Damping,Size
1,1,0.5971229538157805,-0.3512615788903062,114
2,1,0.7476459596313769,-0.39874739279473703,85
2,2,0.15593483332179126,-0.21207902089456068,29
3,1,0.14328179965352683,-0.21228371537068666,28
3,2,0.672496299059227,-0.3297307373247173,57
3,3,0.8871668033904927,-0.5277663426071308,29
4,1,1.0223595727838697,-0.4895342325678689,26
4,2,0.14328179965352683,-0.21228371537068666,28
4,3,0.6564388416829663,-0.32887127101476255,55
4,4,0.27492823195129396,-0.6568132021078302,5
5,1,0.27492823195129396,-0.6568132021078302,5
5,2,0.6564388416829663,-0.32887127101476255,55
5,3,0.14328179965352683,-0.21228371537068666,28
5,4,1.0085881770548883,-0.47116882207452726,25
5,5,1.3666444660084032,-0.9486694949014092,1
6,1,1.3666444660084032,-0.9486694949014092,1
6,2,0.6564388416829663,-0.32887127101476255,55
6,3,0.14664236655757873,-0.18561005631795355,22
6,4,0.27492823195129396,-0.6568132021078302,5
6,5,1.0085881770548883,-0.47116882207452726,25
6,6,0.13095972100533648,-0.31008713189737447,6
7,1,1.047844769095559,-0.5596899311917297,6
7,2,0.14413011799897302,-0.19151830199872447,24
7,3,0.6564388416829663,-0.32887127101476255,55
7,4,0.27492823195129396,-0.6568132021078302,5
7,5,0.9961913585157292,-0.4432147876164633,19
7,6,1.3666444660084032,-0.9486694949014092,1
7,7,0.13819188958084988,-0.3368761956024596,4
8,1,0.9961913585157292,-0.4432147876164633,19
8,2,0.14413011799897302,-0.19151830199872447,24
8,3,0.6564388416829663,-0.32887127101476255,55
8,4,1.047844769095559,-0.5596899311917297,6
8,5,1.3666444660084032,-0.9486694949014092,1
8,6,0.2542919020933264,-0.7534028389476457,2
8,7,0.13819188958084988,-0.3368761956024596,4
8,8,0.28868578518993904,-0.5924201108812865,3
9,1,0.14413011799897302,-0.19151830199872447,24
9,2,0.654273570136787,-0.33891501073553815,50
9,3,1.047844769095559,-0.5596899311917297,6
9,4,0.28868578518993904,-0.5924201108812865,3
9,5,1.3666444660084032,-0.9486694949014092,1
9,6,0.9961913585157292,-0.4432147876164633,19
9,7,0.13819188958084988,-0.3368761956024596,4
9,8,0.6780915571447593,-0.2284338738070063,5
9,9,0.2542919020933264,-0.7534028389476457,2
10,1,0.9961913585157292,-0.4432147876164633,19
10,2,0.654273570136787,-0.33891501073553815,50
10,3,0.1478596373663072,-0.20524040994163653,21
10,4,1.047844769095559,-0.5596899311917297,6
10,5,0.2542919020933264,-0.7534028389476457,2
10,6,0.28868578518993904,-0.5924201108812865,3
10,7,0.13819188958084988,-0.3368761956024596,4
10,8,1.3666444660084032,-0.9486694949014092,1
10,9,0.11802348242763294,-0.09546354639834037,3
10,10,0.6780915571447593,-0.2284338738070063,5
