Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g1,Voltage,Order 2,0.023674534452461257,-0.16027840933591142,0.00018436184638345274,0.9088099067091352
load03,g1,Voltage,Order 4,0.055324611122643814,-0.2905368837940589,0.00012013592582734426,-0.3834679167849625
load03,g1,Voltage,Order 4,0.01706361651514245,-0.04118928081979216,2.8091507764088916e-05,1.8402414464109569
load03,g1,Voltage,Order 6,0.6401489696717929,-0.3286254211648256,2.114031698722008e-05,1.792014348585948
load03,g1,Voltage,Order 6,0.03217432004676487,-0.27739756008847566,0.00016856534627507981,-0.06213526293776293
load03,g1,Voltage,Order 6,0.006830288371300794,-0.04561554072915557,5.280971316767798e-05,-2.712850545492219
load03,g1,Voltage,Tau 1,0.021786816748320538,-0.1652394740812936,0.00020668087782085484,0.9786238551621034
load03,g1,Voltage,Tau 0.1,0.6401489696717929,-0.3286254211648256,2.114031698722008e-05,1.792014348585948
load03,g1,Voltage,Tau 0.1,0.03217432004676487,-0.27739756008847566,0.00016856534627507981,-0.06213526293776293
load03,g1,Voltage,Tau 0.1,0.006830288371300794,-0.04561554072915557,5.280971316767798e-05,-2.712850545492219
load03,g1,Voltage,Tau 0.01,0.6401489696717929,-0.3286254211648256,2.114031698722008e-05,1.792014348585948
load03,g1,Voltage,Tau 0.01,0.03217432004676487,-0.27739756008847566,0.00016856534627507981,-0.06213526293776293
load03,g1,Voltage,Tau 0.01,0.006830288371300794,-0.04561554072915557,5.280971316767798e-05,-2.712850545492219
load03,g1,Current,Order 2,0.019668201583133354,-0.08121010228281207,0.00023950685529217905,0.7270079541162194
load03,g1,Current,Order 4,0.2905022574140902,-0.20666818338591061,5.1659692801937293e-05,-2.4614267473547544
load03,g1,Current,Order 4,0.020092156983092725,-0.07069289672732947,0.00020966648490879937,0.6845644134117888
load03,g1,Current,Order 6,0.6387129254917876,-0.34298345369919486,0.00017256616532756956,2.0365560180329223
load03,g1,Current,Order 6,0.009219554446874235,-0.39314918806654126,0.00149828182729369,-1.3690683551059757
load03,g1,Current,Order 6,0.004382956357369762,0.001707801261208981,0.00010307980888003543,-2.510882955487315
load03,g1,Current,Tau 1,0.019668201583133354,-0.08121010228281207,0.00023950685529217905,0.7270079541162194
load03,g1,Current,Tau 0.1,0.6387129254917876,-0.34298345369919486,0.00017256616532756956,2.0365560180329223
load03,g1,Current,Tau 0.1,0.009219554446874235,-0.39314918806654126,0.00149828182729369,-1.3690683551059757
load03,g1,Current,Tau 0.1,0.004382956357369762,0.001707801261208981,0.00010307980888003543,-2.510882955487315
load03,g1,Current,Tau 0.01,0.6387129254917876,-0.34298345369919486,0.00017256616532756956,2.0365560180329223
load03,g1,Current,Tau 0.01,0.009219554446874235,-0.39314918806654126,0.00149828182729369,-1.3690683551059757
