Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase,Reference_Mode,Reference_Frequency,Reference_Damping,Distance_to_Reference
load03,g2,Voltage,Order 4,0.6520655615575219,-0.3997795583880559,8.189885917872431e-05,1.2775187014398688,Mode 1,0.6062,-0.08,0.3230520324960778
load03,g2,Voltage,Order 6,0.6275641835759551,-0.3636764783498835,7.994315009438247e-05,1.534562404983731,Mode 1,0.6062,-0.08,0.2844798282987021
load03,g2,Voltage,Order 6,0.1002499920468005,-0.4808442791135062,6.394534513293448e-05,2.0908254860266178,Mode 1,0.6062,-0.08,0.645493258404663
load03,g2,Voltage,Tau 1,0.6275641835759551,-0.3636764783498835,7.994315009438247e-05,1.534562404983731,Mode 1,0.6062,-0.08,0.2844798282987021
load03,g2,Voltage,Tau 1,0.1002499920468005,-0.4808442791135062,6.394534513293448e-05,2.0908254860266178,Mode 1,0.6062,-0.08,0.645493258404663
load03,g2,Voltage,Tau 0.1,0.6275641835759551,-0.3636764783498835,7.994315009438247e-05,1.534562404983731,Mode 1,0.6062,-0.08,0.2844798282987021
load03,g2,Voltage,Tau 0.1,0.1002499920468005,-0.4808442791135062,6.394534513293448e-05,2.0908254860266178,Mode 1,0.6062,-0.08,0.645493258404663
load03,g2,Voltage,Tau 0.01,1.0977642527950229,-0.2534096545811709,3.920931130774349e-06,1.5072574621849566,Mode 3,1.0312,-0.2558,0.06660715803411105
load03,g2,Voltage,Tau 0.01,0.9899445192229728,-0.4974059083377773,1.0527265401559014e-05,-0.2652448698955523,Mode 4,1.1211,-0.3373,0.20696778015555445
load03,g2,Voltage,Tau 0.01,0.6320128185702529,-0.2928318496453523,6.833288593606763e-05,1.52025097704944,Mode 1,0.6062,-0.08,0.21439145931217185
load03,g2,Voltage,Tau 0.01,0.105187910833506,-0.6222080930539234,7.033052109076639e-05,2.152855186095559,Mode 1,0.6062,-0.08,0.7382430017711966
load03,g2,Voltage,Tau 0.01,0.1612697832929193,-0.1611381506404411,3.799894384184884e-06,1.290914981041987,Mode 1,0.6062,-0.08,0.45226794848669155
load03,g2,Current,Order 4,0.2226294248822873,-0.2244038588032603,0.0001005272256211,0.7851401097291737,Mode 1,0.6062,-0.08,0.40985224231838085
load03,g2,Current,Order 6,0.636972010977493,-0.4172356864100472,0.0003219446904283,-1.3139749774329512,Mode 1,0.6062,-0.08,0.33863671515069754
load03,g2,Current,Tau 1,0.6402066281862695,-0.4508003067992804,0.0003448530408703,-1.3424820138634497,Mode 1,0.6062,-0.08,0.37235643983022454
load03,g2,Current,Tau 0.1,0.9730888439293216,-0.438715694255586,0.0001109652092841,-2.061748917629668,Mode 4,1.1211,-0.3373,0.17942253304064462
load03,g2,Current,Tau 0.1,0.637346197626579,-0.3326416230560751,0.000245069846962,-1.4045672005521963,Mode 1,0.6062,-0.08,0.25455426794104596
load03,g2,Current,Tau 0.01,0.9730888439293216,-0.438715694255586,0.0001109652092841,-2.061748917629668,Mode 4,1.1211,-0.3373,0.17942253304064462
load03,g2,Current,Tau 0.01,0.637346197626579,-0.3326416230560751,0.000245069846962,-1.4045672005521963,Mode 1,0.6062,-0.08,0.25455426794104596
load03,g2,Active Power,Order 4,0.1627850192695926,-0.3121746469395583,0.1015207290601686,1.3234756385790831,Mode 1,0.6062,-0.08,0.5005216397096693
load03,g2,Active Power,Order 6,0.6648713925622578,-0.612667153206519,0.215643192895955,-1.381342118370641,Mode 3,1.0312,-0.2558,0.5114203883939322
load03,g2,Active Power,Tau 0.1,0.6496547846006733,-0.4733550486723951,0.181514157855928,-1.3157070886927809,Mode 1,0.6062,-0.08,0.39574804184070606
load03,g2,Active Power,Tau 0.01,1.0990800473463582,-0.1726314710642414,0.0077106196674404,-0.8436695216495896,Mode 3,1.0312,-0.2558,0.10735317896123044
load03,g2,Active Power,Tau 0.01,0.9825847561366674,-0.4245888521015318,0.0837561205759697,-2.203111166625745,Mode 4,1.1211,-0.3373,0.16372481938826985
